Quote ID,Quote time,Expired Time,Cost
8291473800699,2019-11-03,2019-12-03,37155
3902628384005,2019-01-20,2019-02-19,5606
8955437979394,2021-12-23,2022-01-22,23500
4021165366981,2018-12-17,2019-01-16,31576
4079153053733,2018-02-20,2018-03-22,10289
9320858519983,2019-04-20,2019-05-20,9923
6485727547221,2022-03-05,2022-04-04,9162
5744894936049,2022-02-18,2022-03-20,34106
5645449858970,2021-02-11,2021-03-13,19182
3386707030258,2020-12-21,2021-01-20,14585
0803994506264,2020-12-08,2021-01-07,18018
7816336850799,2019-10-18,2019-11-17,47829
0238494227096,2022-04-27,2022-05-27,28929
1170858000220,2018-06-14,2018-07-14,6558
0054774657236,2022-09-13,2022-10-13,26589
6454871938391,2020-12-27,2021-01-26,43978
6812954697809,2021-12-14,2022-01-13,31130
2534115577099,2020-02-26,2020-03-27,5180
7781546709598,2018-02-17,2018-03-19,32808
7192647214735,2022-09-28,2022-10-28,22556
3215566175605,2021-11-11,2021-12-11,10899
3360359922130,2019-01-26,2019-02-25,20528
2422414342039,2018-07-19,2018-08-18,41388
5978753485540,2022-10-26,2022-11-25,16248
6921390400734,2020-12-29,2021-01-28,14482
7387668187162,2018-11-12,2018-12-12,6900
9554539918035,2019-01-15,2019-02-14,24017
7224772356896,2020-05-01,2020-05-31,45950
1242640354993,2021-08-04,2021-09-03,10000
6757585716393,2018-11-01,2018-12-01,17881
0351705705784,2020-08-25,2020-09-24,43259
4436731894506,2018-12-02,2019-01-01,24440
9571720731402,2022-10-22,2022-11-21,17946
0100017183427,2018-10-25,2018-11-24,11463
3195290590823,2018-10-10,2018-11-09,49714
5589227254717,2018-11-09,2018-12-09,7934
0841574590289,2022-03-18,2022-04-17,5853
0351639780710,2019-12-03,2020-01-02,39420
3645628344418,2022-08-06,2022-09-05,31868
7608647592266,2021-04-06,2021-05-06,41478
4458724619552,2018-07-09,2018-08-08,22604
8973346829807,2021-10-10,2021-11-09,24286
3732984921893,2018-09-25,2018-10-25,38874
6621773795531,2022-02-10,2022-03-12,43179
7249398293103,2022-08-12,2022-09-11,46673
3635597339362,2018-03-05,2018-04-04,32368
1401492436039,2021-11-14,2021-12-14,13588
4492497280731,2021-10-07,2021-11-06,23050
9476519236475,2021-03-31,2021-04-30,8350
2562429178503,2020-03-12,2020-04-11,19564
1840432464570,2020-04-25,2020-05-25,8110
2165843541061,2022-10-19,2022-11-18,29709
4208841204649,2018-07-31,2018-08-30,7398
9026764658524,2021-09-14,2021-10-14,39170
8112133081046,2021-09-29,2021-10-29,10671
2713701252156,2019-04-09,2019-05-09,37013
1411004216806,2020-07-28,2020-08-27,48018
1500370703512,2018-12-26,2019-01-25,24629
2076749510566,2019-05-15,2019-06-14,17077
4259038159747,2021-12-10,2022-01-09,6915
4276078988502,2018-08-06,2018-09-05,46850
1555231980229,2020-10-21,2020-11-20,42626
7722189524421,2021-10-07,2021-11-06,37943
1738369402133,2018-05-14,2018-06-13,48309
9227131163713,2019-10-26,2019-11-25,22776
5952651412419,2019-03-08,2019-04-07,44736
3759579367386,2019-03-26,2019-04-25,29909
8774788443589,2018-09-06,2018-10-06,9964
6684779097788,2018-10-18,2018-11-17,42433
8184909461727,2018-06-30,2018-07-30,6556
6731914817159,2020-02-11,2020-03-12,23134
4661285174853,2021-12-21,2022-01-20,38488
3766715890622,2019-03-20,2019-04-19,11514
8204814724363,2021-11-17,2021-12-17,32184
9596075174414,2019-03-25,2019-04-24,32904
2942817774065,2019-05-04,2019-06-03,9714
6987966147052,2022-04-29,2022-05-29,44341
4024504849435,2019-07-05,2019-08-04,33238
7385280070497,2021-09-14,2021-10-14,26321
3352673009444,2018-09-30,2018-10-30,43843
9419259532742,2019-01-29,2019-02-28,31443
4191454801834,2021-03-29,2021-04-28,36875
4148960833163,2022-04-20,2022-05-20,19821
0018526474137,2019-10-15,2019-11-14,40691
8089993090771,2020-10-07,2020-11-06,28177
2752171998560,2021-11-23,2021-12-23,30933
2470305349483,2019-07-22,2019-08-21,10184
8379909647053,2019-03-08,2019-04-07,19775
4255522157954,2021-10-30,2021-11-29,42648
8825872442930,2019-07-23,2019-08-22,20633
8706900829179,2020-06-26,2020-07-26,40794
3140840143608,2020-09-12,2020-10-12,5883
9088558308343,2022-06-08,2022-07-08,22031
3052162651023,2019-06-04,2019-07-04,9169
6087252911869,2022-03-30,2022-04-29,21845
9884264916380,2020-07-08,2020-08-07,26614
0576772476614,2019-10-11,2019-11-10,20842
3423680722104,2019-07-08,2019-08-07,19734
2885129467785,2018-07-13,2018-08-12,37864
4767410390461,2019-11-21,2019-12-21,40185
4689280523933,2021-07-07,2021-08-06,9237
3800284775345,2022-02-07,2022-03-09,30690
6491426608231,2020-08-05,2020-09-04,15749
1640427841924,2018-07-22,2018-08-21,14137
3714499488849,2021-09-23,2021-10-23,14747
2180876389121,2020-11-22,2020-12-22,35950
0677233208925,2021-08-12,2021-09-11,10872
5631503653414,2018-11-17,2018-12-17,49689
4479297388843,2019-08-27,2019-09-26,45947
1352828761700,2022-10-17,2022-11-16,23487
3909976530443,2020-05-20,2020-06-19,24273
0627101510742,2021-07-29,2021-08-28,16641
6586091642878,2020-07-28,2020-08-27,28171
7295363337327,2019-05-15,2019-06-14,12388
5620566117506,2019-08-31,2019-09-30,47755
7921838666677,2022-04-14,2022-05-14,20571
6788018272223,2021-02-18,2021-03-20,27408
6788415917871,2022-02-21,2022-03-23,48853
9073360257057,2019-06-06,2019-07-06,27326
0570165928124,2021-03-13,2021-04-12,17117
2321185068394,2022-07-14,2022-08-13,33585
7956759725431,2020-04-01,2020-05-01,42287
5111031432595,2021-05-28,2021-06-27,17334
2595260965704,2019-07-09,2019-08-08,26100
6028398738316,2020-03-24,2020-04-23,45107
2242148583054,2021-10-02,2021-11-01,48893
8728109530540,2019-11-23,2019-12-23,28444
1892965883465,2018-04-09,2018-05-09,10407
1966397040892,2022-03-22,2022-04-21,5715
6224598266967,2020-02-25,2020-03-26,7876
9235242492134,2020-10-05,2020-11-04,17937
7056655274160,2022-02-02,2022-03-04,22381
8431271943703,2020-04-27,2020-05-27,18584
1169111045955,2018-03-24,2018-04-23,13249
7809586094358,2019-11-27,2019-12-27,13095
1814324915785,2020-06-15,2020-07-15,35723
5265812799084,2020-08-27,2020-09-26,23639
6190034291315,2020-03-03,2020-04-02,17419
0442578479343,2021-05-31,2021-06-30,11298
5353959804379,2019-06-06,2019-07-06,12351
8454094613196,2019-06-06,2019-07-06,44741
5987491111581,2020-10-01,2020-10-31,12749
7512379303994,2020-04-10,2020-05-10,13241
1564922709384,2022-07-25,2022-08-24,42989
8583755013010,2022-08-07,2022-09-06,7386
5412058389498,2021-06-04,2021-07-04,33874
2840497888952,2019-09-11,2019-10-11,43769
0207287253567,2018-05-23,2018-06-22,30772
5993814369935,2021-08-09,2021-09-08,42641
7044243210911,2020-05-07,2020-06-06,21774
2897593882766,2019-07-24,2019-08-23,43225
8264759258576,2018-06-08,2018-07-08,28241
2997385629422,2019-10-01,2019-10-31,17344
2626767386904,2022-06-28,2022-07-28,16706
6642180561700,2021-03-01,2021-03-31,13159
7973068669119,2022-01-07,2022-02-06,25490
0280436684931,2021-09-12,2021-10-12,42971
6827924994062,2018-09-22,2018-10-22,13273
7912156703977,2019-07-16,2019-08-15,33507
9059873554241,2018-08-11,2018-09-10,8375
7124169506401,2021-09-17,2021-10-17,25700
9853329593521,2019-08-18,2019-09-17,49150
7581200906345,2020-04-08,2020-05-08,15492
4333886150061,2019-03-09,2019-04-08,47573
8468996696348,2021-11-24,2021-12-24,44885
7727806889150,2020-12-28,2021-01-27,41925
9476401745108,2018-02-13,2018-03-15,17305
8552358811736,2021-12-22,2022-01-21,46401
4865806246559,2021-12-17,2022-01-16,5912
0502559091633,2022-05-10,2022-06-09,11010
1071562217778,2020-11-18,2020-12-18,42989
2744493431184,2020-10-29,2020-11-28,42268
4158056370830,2019-05-01,2019-05-31,34456
9250999587926,2019-02-07,2019-03-09,17417
4552770331007,2018-10-30,2018-11-29,22022
2468303456746,2022-08-18,2022-09-17,46590
5033455936988,2019-08-20,2019-09-19,22706
2522070345464,2018-12-16,2019-01-15,13670
8199988350848,2018-02-07,2018-03-09,32128
8475458550681,2020-06-05,2020-07-05,45541
0659393454831,2020-05-07,2020-06-06,20199
8554557198250,2019-10-08,2019-11-07,47232
0156352893316,2021-04-04,2021-05-04,40008
9281476823213,2020-11-30,2020-12-30,25218
3548685376654,2020-07-03,2020-08-02,9680
2084962071511,2018-07-13,2018-08-12,34783
1614082564399,2022-08-01,2022-08-31,29621
7362340325896,2021-02-08,2021-03-10,41698
0804431600309,2022-09-16,2022-10-16,35508
5248817473272,2022-10-09,2022-11-08,14577
1119873899372,2020-04-18,2020-05-18,22917
3146470506479,2021-07-10,2021-08-09,29216
3148570300100,2021-02-03,2021-03-05,14780
7135124752344,2020-08-27,2020-09-26,44156
7640781997569,2021-10-13,2021-11-12,17460
6587341258535,2021-06-22,2021-07-22,43713
2454540727954,2021-12-15,2022-01-14,34745
9253348831916,2020-03-29,2020-04-28,25761
6664807885754,2022-05-10,2022-06-09,36056
4670997139036,2021-05-21,2021-06-20,17936
8030799388777,2020-12-16,2021-01-15,20031
8868987209203,2018-06-14,2018-07-14,45872
4867288935396,2018-05-25,2018-06-24,27198
5101449223052,2022-07-06,2022-08-05,11249
2813446191588,2018-08-18,2018-09-17,43980
4625624479450,2019-03-08,2019-04-07,18385
7939153390979,2021-05-03,2021-06-02,30319
1500186388750,2022-05-09,2022-06-08,36224
4267039422333,2019-11-17,2019-12-17,26517
6248587194321,2021-07-27,2021-08-26,19485
3205512331926,2021-10-29,2021-11-28,35103
7963206103452,2019-07-29,2019-08-28,36353
8361032239472,2019-11-25,2019-12-25,23325
5255996239209,2020-09-04,2020-10-04,47531
1576647997571,2019-12-20,2020-01-19,23526
6931217486995,2021-09-19,2021-10-19,44800
0631895430032,2020-07-26,2020-08-25,36492
8555196080562,2018-09-27,2018-10-27,49275
7197616307166,2019-08-17,2019-09-16,49095
8565129771887,2021-10-07,2021-11-06,31197
5817718282292,2019-09-09,2019-10-09,14215
1873035775279,2022-10-19,2022-11-18,23317
1296087517312,2020-05-27,2020-06-26,32964
3217695267022,2020-01-23,2020-02-22,18106
1107333472289,2019-01-24,2019-02-23,14056
6025780488330,2020-11-21,2020-12-21,22525
5318091637209,2021-12-31,2022-01-30,25508
6874394385227,2021-11-10,2021-12-10,31177
3727174651070,2021-10-01,2021-10-31,13433
0963923579957,2019-07-14,2019-08-13,38668
7936308533977,2019-07-15,2019-08-14,41753
1606026455344,2022-09-04,2022-10-04,36963
9248492649845,2021-10-07,2021-11-06,9655
2688589384667,2021-01-31,2021-03-02,7770
9186189194073,2018-04-24,2018-05-24,44903
5807742989038,2019-04-14,2019-05-14,17434
2432601684774,2018-08-22,2018-09-21,38977
9098850683970,2019-08-10,2019-09-09,36049
9693754823899,2018-12-30,2019-01-29,40021
6979089289931,2020-02-09,2020-03-10,27130
9904200006149,2020-04-14,2020-05-14,37616
6188866284315,2020-03-26,2020-04-25,41282
9153437142698,2020-08-03,2020-09-02,6331
7019617365252,2021-03-13,2021-04-12,24098
2360999751320,2021-01-23,2021-02-22,43392
3738256102830,2022-04-24,2022-05-24,39900
2733487527798,2020-08-12,2020-09-11,24587
0910263949100,2022-11-06,2022-12-06,29905
3666042252769,2022-08-17,2022-09-16,47480
3371829093298,2020-04-10,2020-05-10,17021
7957917544079,2019-11-26,2019-12-26,40474
3757349117650,2022-07-13,2022-08-12,15409
9807931541296,2019-03-06,2019-04-05,33023
4595104182555,2021-10-31,2021-11-30,37867
3641087265639,2021-07-03,2021-08-02,9186
3251681445988,2021-12-15,2022-01-14,14800
8163269542727,2019-07-07,2019-08-06,38334
3041289230600,2020-05-20,2020-06-19,47165
1895650972420,2022-04-18,2022-05-18,27847
5622232678939,2022-03-30,2022-04-29,38881
7009226632951,2020-01-11,2020-02-10,33148
5040368901866,2021-09-27,2021-10-27,32305
3160016910926,2022-07-01,2022-07-31,42489
8726773368575,2019-07-17,2019-08-16,48280
4460975169137,2020-02-21,2020-03-22,11772
0274302729772,2022-09-15,2022-10-15,20253
4102792632523,2022-08-27,2022-09-26,13952
6530242837149,2022-05-12,2022-06-11,30066
7296514161198,2019-04-25,2019-05-25,37735
3802491864553,2022-08-12,2022-09-11,25549
4518966032363,2020-05-17,2020-06-16,42147
0956880251103,2020-01-18,2020-02-17,36719
4550926808144,2020-11-29,2020-12-29,43358
7101904456177,2018-09-22,2018-10-22,43619
4120724496647,2020-10-10,2020-11-09,29132
8262532466682,2018-07-22,2018-08-21,48718
7412987896317,2018-04-09,2018-05-09,31942
7264732808928,2022-09-09,2022-10-09,20526
8933976885659,2022-11-07,2022-12-07,33865
2729122910766,2020-11-29,2020-12-29,27262
2933692381752,2020-08-22,2020-09-21,5223
2513487922805,2019-03-24,2019-04-23,30163
5326800972619,2021-12-08,2022-01-07,16732
6779804485224,2020-08-07,2020-09-06,42345
1368883306459,2022-02-12,2022-03-14,12247
9939922620076,2019-10-16,2019-11-15,27343
3870375411957,2021-11-19,2021-12-19,35558
4031806282624,2019-12-08,2020-01-07,30668
4935024095632,2019-10-26,2019-11-25,26319
3790017973578,2020-03-13,2020-04-12,26326
1349339353173,2020-02-05,2020-03-06,10672
7011049831473,2020-10-14,2020-11-13,31007
7231250771324,2020-05-18,2020-06-17,20536
4000328278248,2020-04-22,2020-05-22,5527
5334879035944,2019-11-20,2019-12-20,38391
8596439821221,2020-07-12,2020-08-11,15910
1719412505568,2022-04-17,2022-05-17,34965
5978019230105,2021-12-10,2022-01-09,12596
3877867744609,2021-03-10,2021-04-09,31407
6610566317661,2021-09-11,2021-10-11,44941
0350505835998,2019-06-30,2019-07-30,28159
8197276904520,2018-05-23,2018-06-22,47473
8030462536825,2019-05-29,2019-06-28,22627
4276903326684,2021-06-02,2021-07-02,35441
9524965021067,2022-03-12,2022-04-11,49035
6988912320277,2022-03-20,2022-04-19,22263
9966937935291,2019-05-22,2019-06-21,34688
6964307502794,2019-05-31,2019-06-30,44723
3802469571780,2022-01-26,2022-02-25,8278
9839912109157,2021-07-31,2021-08-30,28843
4807182732288,2019-01-13,2019-02-12,32169
9808115058098,2020-10-13,2020-11-12,28524
7725376885930,2019-12-17,2020-01-16,18843
2038420410992,2022-05-08,2022-06-07,16075
0270715818997,2022-08-17,2022-09-16,24098
6410813282571,2018-01-01,2018-01-31,42433
2798956708559,2019-07-21,2019-08-20,40555
9120094048496,2018-02-18,2018-03-20,41897
0827389638903,2019-08-05,2019-09-04,43162
8501291586416,2022-05-07,2022-06-06,22515
2953332765810,2021-10-13,2021-11-12,20132
6786683727369,2018-01-05,2018-02-04,9277
8536825233627,2019-10-02,2019-11-01,17033
9359078259874,2019-01-09,2019-02-08,36669
3232384544420,2020-12-27,2021-01-26,12478
2673974681087,2020-09-02,2020-10-02,25657
3453019291186,2022-09-07,2022-10-07,37651
8724357999498,2022-01-15,2022-02-14,14201
8858765390445,2022-08-10,2022-09-09,12149
9746900886382,2020-08-20,2020-09-19,21474
8557439006476,2021-10-21,2021-11-20,19794
9677747675412,2022-07-15,2022-08-14,17347
7989484220476,2021-04-07,2021-05-07,19503
4233689496390,2019-08-17,2019-09-16,10793
8795428754346,2022-04-28,2022-05-28,45892
0051419908456,2020-12-09,2021-01-08,30188
6259917139721,2018-04-18,2018-05-18,39858
9253443659651,2018-02-25,2018-03-27,46072
2087147951912,2018-01-13,2018-02-12,22155
7408110101281,2018-07-03,2018-08-02,36318
4020183661245,2021-01-20,2021-02-19,33568
8523830354232,2021-08-05,2021-09-04,48065
4011262189279,2021-02-23,2021-03-25,35781
6734115332407,2022-05-16,2022-06-15,48648
5958284386813,2020-01-25,2020-02-24,48478
3371954221047,2021-11-22,2021-12-22,24291
2699799289994,2018-04-07,2018-05-07,26148
4921832615681,2022-07-09,2022-08-08,12890
1304495805263,2018-11-24,2018-12-24,31592
2153965877267,2018-11-11,2018-12-11,32771
5310097064997,2021-07-02,2021-08-01,45957
9708132295103,2018-08-13,2018-09-12,27092
8197483520681,2019-04-04,2019-05-04,31303
8981672599547,2020-02-02,2020-03-03,8476
8255145369945,2018-06-01,2018-07-01,48863
8762704908304,2021-06-14,2021-07-14,11735
6114363215927,2020-03-24,2020-04-23,35814
7664666412763,2021-07-29,2021-08-28,14908
6268575485798,2018-10-04,2018-11-03,33967
0137833941061,2018-02-07,2018-03-09,14348
1005039112488,2021-05-25,2021-06-24,13553
3338978110801,2018-04-07,2018-05-07,29096
9468520216171,2020-04-20,2020-05-20,36378
7837252806387,2020-07-24,2020-08-23,21066
8188914426597,2019-11-27,2019-12-27,9830
1439910075461,2018-01-02,2018-02-01,36455
5293646541210,2022-07-26,2022-08-25,10757
4740203781097,2021-05-02,2021-06-01,41117
1144189064800,2022-10-05,2022-11-04,29157
9193991269066,2019-08-23,2019-09-22,43218
1123900358183,2020-08-04,2020-09-03,39592
8315781853595,2022-11-29,2022-12-29,23789
2798737280458,2022-07-07,2022-08-06,14732
1613668903119,2020-07-01,2020-07-31,42683
9269282250768,2022-11-16,2022-12-16,27482
7728128276598,2018-03-25,2018-04-24,46734
5369456843858,2019-12-19,2020-01-18,9126
2101354859332,2020-03-23,2020-04-22,41153
4570217021571,2021-03-30,2021-04-29,5820
9094924239258,2022-09-05,2022-10-05,25773
5162478324318,2021-12-07,2022-01-06,12623
6367771422092,2019-10-20,2019-11-19,28628
8511730172186,2018-05-12,2018-06-11,26275
5913794510530,2019-05-20,2019-06-19,23703
6025532205369,2018-12-26,2019-01-25,41889
7055073352177,2018-10-09,2018-11-08,12063
5971351289985,2021-03-21,2021-04-20,37346
8202204135188,2019-04-22,2019-05-22,10839
2498215399008,2020-05-05,2020-06-04,49541
0834365056804,2020-06-04,2020-07-04,37798
4528726190301,2019-01-20,2019-02-19,43831
7545528590426,2018-03-16,2018-04-15,35705
2124593500490,2021-01-07,2021-02-06,12812
4260825187911,2021-04-15,2021-05-15,17125
8808482006204,2021-06-16,2021-07-16,14742
6277601302169,2019-02-24,2019-03-26,17041
4300688591286,2022-05-21,2022-06-20,16825
8246199957004,2019-01-19,2019-02-18,42861
6887211618880,2019-12-01,2019-12-31,28439
4932636150186,2018-11-19,2018-12-19,36075
4941683284454,2021-04-14,2021-05-14,37179
3326543154442,2020-02-16,2020-03-17,5183
7855839291067,2018-12-05,2019-01-04,38065
2556221919679,2020-09-08,2020-10-08,22989
3612390381750,2019-01-09,2019-02-08,12332
7383611402344,2018-08-06,2018-09-05,7170
1014416113871,2020-02-18,2020-03-19,38825
7525178786547,2021-05-23,2021-06-22,6696
5448990877120,2019-08-17,2019-09-16,44211
8647595990532,2019-06-12,2019-07-12,10935
6897623467907,2021-07-20,2021-08-19,20501
3534484050659,2021-03-16,2021-04-15,10976
6162481440929,2018-08-15,2018-09-14,47041
8988976542293,2018-09-12,2018-10-12,15416
6877336828240,2019-02-09,2019-03-11,46430
0708656005775,2021-09-14,2021-10-14,16908
1884794677018,2022-02-15,2022-03-17,32427
6577670045357,2020-10-15,2020-11-14,34271
8672281672157,2022-01-21,2022-02-20,19687
5218262794338,2021-02-15,2021-03-17,49340
1768385250159,2021-06-28,2021-07-28,41139
4805803234241,2020-04-09,2020-05-09,36621
6734542500103,2018-09-25,2018-10-25,22878
7289542236402,2020-08-30,2020-09-29,7811
1307809888341,2021-10-27,2021-11-26,22328
7870256813401,2020-09-28,2020-10-28,25081
0487558818347,2018-04-08,2018-05-08,17902
8086052401882,2019-08-08,2019-09-07,28851
2142856802082,2020-05-09,2020-06-08,12748
3266657637243,2022-02-28,2022-03-30,23441
5041907022622,2021-09-25,2021-10-25,47926
5136866633221,2019-04-03,2019-05-03,12366
2921375418277,2022-11-18,2022-12-18,48504
1115879402493,2019-10-23,2019-11-22,20733
0834103475553,2019-06-20,2019-07-20,21460
2056142092517,2018-06-06,2018-07-06,6179
2436378956805,2022-06-12,2022-07-12,39955
4938329595593,2021-10-07,2021-11-06,29585
4375839481839,2019-05-27,2019-06-26,23587
3495585323762,2019-08-12,2019-09-11,26804
0501556248552,2018-09-11,2018-10-11,21429
4259447500475,2020-05-22,2020-06-21,43538
1532531927031,2018-03-15,2018-04-14,16486
0641571200675,2021-06-25,2021-07-25,25984
0218816176257,2018-08-25,2018-09-24,22177
9692432071027,2019-06-02,2019-07-02,43886
8492562685962,2018-02-11,2018-03-13,6521
5801836248810,2020-08-21,2020-09-20,39130
7186431373517,2020-12-07,2021-01-06,6905
0805612971003,2018-05-07,2018-06-06,6212
4514312679084,2022-10-30,2022-11-29,23840
5280576918830,2022-02-03,2022-03-05,12945
6385173652893,2022-06-16,2022-07-16,31731
3027141383271,2021-08-12,2021-09-11,32993
1289344843989,2021-01-21,2021-02-20,9281
8998651977937,2019-05-30,2019-06-29,43600
0868443714645,2020-11-23,2020-12-23,17823
3711289602164,2021-09-16,2021-10-16,7020
2772320526932,2018-06-04,2018-07-04,6406
8177154883666,2021-03-24,2021-04-23,23813
8898302931564,2019-05-17,2019-06-16,32160
4315509951538,2018-09-13,2018-10-13,26459
6733750518900,2018-03-19,2018-04-18,23952
2508469008370,2021-04-18,2021-05-18,40962
0046701597579,2021-01-09,2021-02-08,33933
3543520816098,2019-12-27,2020-01-26,36615
7256828271914,2019-06-24,2019-07-24,7983
2309823915774,2021-01-15,2021-02-14,20060
9858438263846,2020-12-29,2021-01-28,25256
4364397053756,2019-03-15,2019-04-14,46718
4948338814561,2018-08-17,2018-09-16,37922
7041757017609,2019-02-08,2019-03-10,19568
6285578499928,2020-04-16,2020-05-16,5305
8508921506394,2018-06-19,2018-07-19,32719
8256469638670,2022-05-05,2022-06-04,10216
5803082564324,2018-04-12,2018-05-12,25160
3958763628986,2020-03-16,2020-04-15,35778
2376388538472,2020-09-03,2020-10-03,21586
4540129464490,2022-07-18,2022-08-17,35257
8137909788332,2019-04-28,2019-05-28,32530
0800403749465,2018-08-20,2018-09-19,26454
3182538035659,2019-10-12,2019-11-11,5891
4149416011531,2018-09-05,2018-10-05,32357
8550400855257,2020-04-23,2020-05-23,18308
