DeliveryID,Scheduled_time,Actual_time,Cost,Handled_ComID,Deliverd_ToID
5661309625940,2014-11-03,2014-11-05,3418,69236181,2264315193538
9626488705773,2016-11-23,2016-11-24,3985,82127749,5590137724160
8601924354075,2018-03-13,2018-03-15,1680,67812400,9406791218906
9911241946112,2021-03-21,2021-03-21,1829,26908311,9607234860311
0936133285888,2015-02-07,2015-02-05,4885,06539078,3732139046259
9204663609957,2014-03-07,2014-03-08,3447,86941990,0075182152502
3594143844517,2019-11-07,2019-11-09,1065,46067210,8923958750440
7910981317208,2016-12-08,2016-12-06,3211,08539953,8074261858412
7303948337713,2016-08-11,2016-08-09,3111,74099771,5966722895155
6806040272728,2011-03-09,2011-03-08,1394,40186566,7742770509835
9832278484692,2019-08-21,2019-08-22,2352,15498359,5325997862611
7639459767948,2015-03-21,2015-03-19,3836,18476224,1456619969174
3282672675008,2019-06-10,2019-06-08,3352,82464332,1265615195292
6668270126406,2019-09-21,2019-09-22,3875,16559561,6521022638933
9745805040691,2016-06-10,2016-06-10,3025,57560359,1988066128670
8402424850896,2019-07-06,2019-07-06,1331,96581742,8864154847728
3754811765944,2020-12-02,2020-12-04,2989,38535253,7743587145513
8141811967778,2017-01-25,2017-01-26,4163,47020221,7086441838320
3685485716911,2014-05-09,2014-05-10,2809,98504060,2825802907733
6564181881680,2021-12-10,2021-12-08,1740,23821866,3506839464855
7097708925288,2021-11-29,2021-11-29,4397,89532690,2220652716656
5506909771591,2014-10-10,2014-10-10,2533,79057400,0736539793600
4818064981533,2020-02-20,2020-02-21,1138,54462809,3348170586946
1215402099852,2019-11-12,2019-11-13,3344,46974044,4646536961772
9513368476031,2011-11-04,2011-11-06,2662,10326534,0624493543259
2450334122592,2018-04-01,2018-04-01,2222,05272075,4484975428360
5233316687039,2015-11-26,2015-11-26,1181,25488845,8414840010761
7893691612255,2019-02-09,2019-02-08,3746,98718320,5275438292593
5653178973499,2015-02-14,2015-02-13,4606,14638503,2878186400871
3521527876475,2016-04-27,2016-04-26,1921,44419363,4502206829547
9114878028637,2020-02-04,2020-02-06,3896,67893133,2600644213538
4500172615805,2011-03-08,2011-03-07,4947,36232192,5252428698849
3485517857601,2016-10-31,2016-10-31,3743,18772845,7250113949144
5864103153385,2020-10-09,2020-10-09,4463,58594865,7364614690532
4509577474086,2015-02-18,2015-02-19,3604,33876313,7916314489017
3882364805470,2013-07-27,2013-07-28,3119,17325660,4473339312216
5657398817717,2011-11-10,2011-11-12,2444,81637294,5835389372524
9067295518611,2012-03-16,2012-03-16,1509,93883290,9896505056052
9731567096298,2014-07-29,2014-07-28,2116,53065711,6014370029909
6422894048618,2018-11-04,2018-11-06,2130,69779381,8612711829546
7420669969037,2018-09-07,2018-09-06,4743,09164994,2203337822743
0557523749133,2015-11-09,2015-11-11,2181,87785937,1011694494791
5747312308367,2021-10-07,2021-10-05,3347,84186072,0693860657424
6589122664665,2018-07-29,2018-07-31,3064,35708261,9176270516549
3704161161064,2022-09-15,2022-09-15,3386,97617808,3275694329622
0395011593826,2020-02-15,2020-02-13,2885,62342575,1390641320575
4541282461050,2020-08-21,2020-08-20,4490,31768610,3367309466157
8145045818394,2021-03-11,2021-03-12,2322,55667869,0148594069260
4875991355844,2015-12-26,2015-12-26,4193,49115673,9357633889450
2623968433598,2017-06-13,2017-06-15,1685,54091436,8616206198094
6744589689709,2015-04-06,2015-04-07,3050,41968093,3707362030016
7669736854627,2016-05-21,2016-05-20,2595,98191918,4587115805530
9340238159332,2011-06-15,2011-06-16,1028,66880417,0930881393567
0906532425833,2016-05-16,2016-05-15,4521,90103506,9929563567656
9013417330234,2020-05-21,2020-05-21,1438,63483499,8957148154756
4164221453307,2019-03-29,2019-03-31,1826,17077293,9136051122031
7963822368754,2015-04-03,2015-04-02,3318,42881445,4500542131744
4688064657611,2018-04-20,2018-04-21,2424,46061997,8923913778656
7031224206056,2013-02-01,2013-02-01,2521,57055947,6199981085572
5407211973348,2013-07-17,2013-07-16,4459,79821865,1917005199686
3562302753864,2016-10-25,2016-10-27,2729,93213042,9957394552107
1044643176356,2011-03-31,2011-03-30,2710,00803052,0074393806273
6473662456180,2014-05-30,2014-05-30,1860,41706909,9312986629078
8330879674661,2017-01-26,2017-01-28,4579,60395849,0994838925232
9973357576874,2021-08-25,2021-08-27,4666,49263244,1892842004990
1808788932235,2012-11-22,2012-11-22,4197,76355240,7844397849469
1827434795031,2018-08-18,2018-08-17,3067,22957009,6192977282559
2775448745124,2022-04-23,2022-04-22,3004,70955224,1913695145361
7397044168388,2011-08-03,2011-08-04,3383,49940381,3812822716697
9545684756429,2014-12-01,2014-12-02,4554,57787305,4779248040999
1516397456676,2013-11-28,2013-11-29,2122,65914533,9615223672036
6813281504303,2022-02-01,2022-02-01,4098,30165892,6113124878814
2066615614153,2017-06-23,2017-06-22,1021,85795501,3781394031494
6668576525699,2011-06-07,2011-06-06,3942,88776132,4161439302700
1341602044344,2012-10-19,2012-10-20,1297,73695554,9938181727441
1251589108376,2015-05-28,2015-05-27,1068,93281577,4203966961385
4591801938969,2012-03-13,2012-03-12,1394,69138751,1623670155819
2220036057993,2015-05-17,2015-05-16,1089,53474155,5793153237021
4731283905626,2011-10-02,2011-10-03,2143,20742584,8865231026845
2803428034040,2014-06-06,2014-06-08,3373,38741166,7139244247636
6345384478095,2022-06-14,2022-06-15,2786,87776218,5692992879716
0108914803479,2013-10-11,2013-10-13,4274,35572343,0215221158588
9375591423417,2020-12-30,2020-12-31,4022,34435489,5565313266949
6899064959324,2014-11-30,2014-12-02,1021,35760030,4784887314158
1099799046831,2011-04-29,2011-04-29,1981,06181604,5368976652360
0685782429791,2014-03-31,2014-03-29,4577,80066774,1192075754564
7410613757032,2018-11-13,2018-11-12,4952,93449588,6264078927247
6318363543893,2013-02-22,2013-02-23,4625,39502742,8000895359919
5944874860740,2012-05-22,2012-05-22,3688,75886981,7026045751670
3920310902283,2014-05-11,2014-05-09,3241,16453807,4698996866654
9039104193043,2014-06-23,2014-06-21,1676,54800496,1959261525830
1271081212432,2020-09-30,2020-09-28,2843,05886487,8377746266345
8237468973955,2016-07-16,2016-07-16,4506,10319550,0231164730766
1020736209491,2021-12-08,2021-12-06,3523,96160305,1091405961088
0901847835933,2019-07-01,2019-07-03,2713,61053762,2161428261430
5822284435249,2014-01-13,2014-01-12,4584,16421578,5444469793366
6581591150731,2014-10-02,2014-10-04,1431,79453721,5285811146924
4437275022349,2011-01-07,2011-01-08,2165,48727556,0003788773548
9247623432400,2011-07-19,2011-07-17,1745,91420657,4396389201920
2616657247187,2015-10-31,2015-10-30,4930,52734878,9772463533333
9853255179950,2013-05-28,2013-05-27,1580,06547882,8668667713811
6938546048559,2021-10-23,2021-10-23,2984,51213923,5600490907909
8497711899290,2020-06-04,2020-06-04,2280,10875506,3643598250098
0813741872672,2021-12-15,2021-12-14,4510,52551260,5514982100801
1113399915653,2014-10-20,2014-10-20,2511,89940372,9846705076466
4102105211957,2019-07-04,2019-07-06,2236,94631982,1025999995006
6606189020743,2015-10-20,2015-10-18,2514,30920927,7937850318722
4108883224110,2018-10-17,2018-10-16,1894,86584432,5077827106951
3136144035183,2014-05-25,2014-05-23,3410,09887893,0604464656409
0920939900915,2018-09-13,2018-09-11,3602,55643542,0631921171953
2240615595937,2011-09-21,2011-09-20,1938,71428338,7731326202962
4680729619057,2017-07-28,2017-07-29,2967,67251230,1327263110505
9450538801715,2021-02-06,2021-02-06,2306,73561095,5075961736690
5394290980988,2020-11-09,2020-11-11,3952,20007225,9684609141664
3754329733206,2022-02-08,2022-02-06,4841,17687270,4959168904872
2137256761732,2014-06-01,2014-05-30,1508,31975568,9015820673700
8906883139900,2019-08-04,2019-08-02,2773,81663194,7282108804480
1039228871849,2011-07-30,2011-07-29,2780,79035606,2460271111559
1472342368527,2020-02-21,2020-02-22,3476,23002968,0869682160163
9320699084008,2021-09-21,2021-09-23,3347,92887831,8736120667084
2071735854457,2012-06-29,2012-06-29,2085,98268993,7344443284744
0072969883628,2014-08-21,2014-08-22,3192,19934945,8632888012701
7119799866766,2013-07-04,2013-07-02,4930,98637997,5809517660326
9948246756736,2012-12-27,2012-12-27,4214,58701737,0211135552252
9329729762534,2022-01-02,2022-01-04,4099,10603178,9532598790823
4226963788434,2013-10-16,2013-10-17,3155,66223818,1678593695911
0808780420953,2011-01-26,2011-01-26,1798,72845356,0412278207799
5075615388886,2012-06-10,2012-06-09,1746,69220395,4673886329075
0558292988563,2020-10-14,2020-10-13,1466,77318657,3586899595928
5474957124754,2019-03-17,2019-03-17,2362,21389788,7379041247518
5644027594651,2021-09-11,2021-09-12,3439,46164766,4574456785249
0160291742086,2021-07-07,2021-07-06,1212,10659090,0921231620426
6982790261172,2012-04-30,2012-04-29,1034,77463531,5059256914284
6167646187114,2020-04-13,2020-04-14,3734,07106972,3221852797444
6032070353070,2020-11-04,2020-11-04,2807,26460659,5784332506007
8427522635640,2014-10-14,2014-10-15,3809,60044488,0165400971449
4199173154484,2013-09-24,2013-09-25,3619,61277755,5477531727938
7590784132491,2014-11-27,2014-11-25,2520,45797712,0779325355934
5256075115230,2011-11-22,2011-11-23,2350,90596575,4038601411266
5701608404966,2017-03-07,2017-03-07,3244,15159021,5481943940014
4501843195480,2016-09-30,2016-10-01,1601,45691614,0700027495475
0517069548621,2019-09-21,2019-09-21,2016,13086992,6163439421366
9568632714937,2016-07-02,2016-06-30,1309,36666850,6535534985850
2413027737992,2014-12-19,2014-12-19,2285,95216263,9684459499717
5862030877794,2020-03-03,2020-03-01,1367,02296357,0058141701300
9926641006809,2015-08-13,2015-08-14,4464,67839339,0069662893313
2487795882864,2012-11-16,2012-11-18,2453,27486641,7757024782636
8122431053324,2016-04-05,2016-04-07,2046,83829505,1664493489415
8642191291816,2020-01-09,2020-01-11,1687,17296168,6074723167726
9586916619075,2022-01-20,2022-01-20,3813,58209257,2537005756000
7613654178808,2021-04-17,2021-04-16,3507,53689085,9684798460782
2029239275407,2019-03-08,2019-03-09,3475,35136484,4375873569180
2697334313135,2020-05-17,2020-05-18,2234,78670662,8825490525329
4272162429272,2021-06-09,2021-06-09,2498,32808094,7571384315811
9457381911950,2018-10-05,2018-10-07,2538,46554079,6167008619192
4898123685749,2014-02-11,2014-02-12,4126,94256277,3465154862176
6569733419496,2011-07-16,2011-07-17,3949,12285822,0681928914923
3810538440530,2011-05-02,2011-05-01,4047,06572259,8483322984388
7212881742945,2017-02-21,2017-02-19,3151,51083373,8551085487139
0651740710966,2012-04-23,2012-04-22,3143,38083419,6964802088915
0889774207620,2015-02-15,2015-02-13,2381,34906521,5588816807587
8001801753531,2018-05-11,2018-05-12,4157,27307700,7268074470119
8478089323495,2017-12-08,2017-12-08,4554,75407216,3102635414713
4800518397892,2017-06-01,2017-05-31,1347,55446419,8135638727134
9170778726684,2017-05-18,2017-05-17,1367,87192261,4706115858357
6709688615325,2013-03-04,2013-03-03,1000,82722401,4932735028089
5479406649789,2021-04-26,2021-04-24,3910,27056516,2695616242531
5693450289351,2018-05-05,2018-05-07,2969,16375123,5894327984892
4081475877218,2017-07-02,2017-07-03,1127,83855795,8357471994133
4907455503314,2011-01-29,2011-01-27,4457,40975177,2683325416541
7581587126374,2013-09-10,2013-09-11,1877,88867236,4815455376282
1851706674762,2019-04-07,2019-04-05,4644,99813079,7921719029805
4044508166222,2018-09-30,2018-10-02,2346,76911774,9260569996782
5424300720478,2012-12-07,2012-12-08,4995,24358897,1035469673501
6004279008501,2011-09-19,2011-09-19,3517,75698140,0146566609698
2029163736760,2014-03-31,2014-04-01,1458,30880818,7951426132642
8485533352444,2021-06-11,2021-06-12,4657,51800482,9607252621734
4716647313996,2022-07-29,2022-07-30,2156,75651510,1093749074721
1285055983853,2011-05-10,2011-05-12,3774,97849179,0882655953357
7196112355336,2017-10-11,2017-10-10,3715,28630272,0642193220089
8805294511049,2022-05-30,2022-05-29,1282,07494710,9750532722567
7689761894580,2015-09-27,2015-09-26,1454,25557824,6620272076783
1151321297460,2016-09-07,2016-09-06,1821,55123686,0710313476200
0091198492371,2015-01-30,2015-01-30,2069,22696991,1142025059607
9771147463621,2018-10-28,2018-10-28,4457,15463623,5432594935287
0935394177130,2015-04-25,2015-04-25,1092,02411613,8013504258572
4612391422833,2014-01-17,2014-01-19,4940,63356434,0014379075989
6547420814113,2014-10-02,2014-10-04,2936,33713274,7541582898928
7092609440977,2013-10-22,2013-10-23,1231,58425893,1693385918535
8440510375625,2015-06-08,2015-06-08,4506,94552881,2013306725711
1110462359956,2016-10-12,2016-10-14,3341,46587107,6615978075611
6827134536878,2013-04-03,2013-04-01,1204,98822515,1102837748298
1555335406434,2014-03-24,2014-03-26,3588,53739827,3306320162082
2350675509017,2017-08-20,2017-08-22,2194,96521106,4920149532469
1098865254828,2013-12-18,2013-12-17,3859,99985653,3728163503646
5730148690461,2017-08-25,2017-08-25,3619,86484466,7118244286982
0275446548953,2022-08-20,2022-08-18,1924,14540608,0047785686340
2491014274507,2017-05-01,2017-05-02,3010,10322024,3833245935359
9795883146433,2018-10-07,2018-10-08,2011,09554931,4213932024938
1903124732552,2017-02-11,2017-02-12,2261,72404157,4292975073592
0925974192134,2012-12-28,2012-12-29,2197,04594819,5567771560300
8552300104770,2020-03-28,2020-03-29,3774,51443436,2773214801784
7532570330858,2015-09-24,2015-09-23,1690,65215654,2725835650432
6270902995016,2021-07-22,2021-07-21,4068,73585893,8714215131177
1478557818598,2011-07-11,2011-07-13,1848,25447446,0268232646407
4916724081323,2018-02-26,2018-02-25,3628,15365194,9929987961047
3985645907099,2019-07-16,2019-07-18,3807,19510828,6342343241257
8613165231930,2022-06-01,2022-05-30,3284,88079295,3498639876382
3196036097798,2015-05-09,2015-05-11,4062,07450136,6761150701707
6841518372487,2018-02-07,2018-02-06,3559,09298828,5181482636026
0168491007226,2016-08-02,2016-07-31,1615,64567129,6316418833692
5320024585433,2019-02-27,2019-03-01,2432,31431941,5112883319638
3671232813408,2020-09-24,2020-09-23,1363,38273032,9683912089342
9444666032202,2022-02-13,2022-02-13,4196,30498969,5266533988290
3020142088541,2016-07-09,2016-07-11,1001,04214052,0038905636598
3860145714678,2016-01-21,2016-01-21,1896,05887446,0066303798037
3426839864175,2014-10-23,2014-10-24,3662,00113427,1503876778954
7422551945884,2022-10-06,2022-10-06,1685,65076163,7044072509590
8864342227219,2022-07-06,2022-07-07,1816,36600199,3730020299548
1349397474629,2012-02-12,2012-02-14,3592,07682636,9692154233147
1972019008904,2019-06-27,2019-06-26,4786,79718486,2884946405833
0457145780364,2013-05-12,2013-05-10,1526,50805235,3994135472757
5519101549653,2013-04-18,2013-04-19,4082,70969146,7694652611863
3427295308746,2015-03-12,2015-03-11,1735,39284150,7517965065249
0257274841444,2016-04-03,2016-04-05,4697,80940500,8666259658571
0347859099183,2018-10-12,2018-10-13,4670,44746278,1711397658499
0747340957457,2016-05-10,2016-05-09,1348,52729201,9090532940852
4010001713508,2019-09-06,2019-09-05,4220,05291465,7697908582900
7546936232113,2015-06-23,2015-06-24,3278,84746016,5763460064917
0999242950641,2019-05-22,2019-05-21,1779,83477669,4789554350873
2131063966007,2017-11-19,2017-11-21,3912,16729018,9852556923149
9328186836772,2013-04-03,2013-04-01,4545,07900617,6592005505528
0818632329624,2018-08-21,2018-08-19,3834,66283294,3775473097945
0196272636914,2022-11-17,2022-11-16,1143,90185984,4968849925259
6389262498249,2012-10-01,2012-09-30,3299,00218412,6303648310789
6102719394792,2015-01-30,2015-01-31,2651,05260270,6667416720713
5869492231263,2020-11-23,2020-11-24,4088,36315543,2422565386555
4808077827850,2018-07-30,2018-07-29,2605,30130920,1720892208290
2317112784581,2021-06-14,2021-06-14,1900,93663601,2451867243419
1427935716254,2017-10-07,2017-10-08,1018,34091425,4322624742170
9151798945408,2022-03-01,2022-02-27,1027,25551501,6464258330571
0077024776594,2021-05-17,2021-05-16,2511,87209211,6385501137948
9318583406975,2014-11-11,2014-11-10,2026,68655198,2097723867711
2538723248020,2014-10-27,2014-10-27,4286,66763536,4547045844894
1314651315345,2017-01-20,2017-01-21,2146,16813267,1149095917974
9624945410826,2020-07-27,2020-07-27,2189,07552786,3135888417668
1939305878801,2012-05-25,2012-05-27,4224,31842570,6426175504244
4857882107541,2014-08-12,2014-08-10,4164,61475564,8118458498361
0241788920788,2022-08-16,2022-08-18,3187,98206537,1174410549967
1143465319856,2020-10-19,2020-10-21,4190,85787926,9460064598751
0403880509081,2022-02-07,2022-02-07,3776,24124089,3573561779991
7943864374944,2015-06-12,2015-06-13,1096,73273363,6872769571831
2807693227367,2014-02-02,2014-02-01,3160,59844044,5327170764583
2816440715422,2020-04-07,2020-04-09,3042,40691282,8718197391444
8817777485334,2019-11-22,2019-11-21,3077,37132071,4035695640794
7401436601916,2017-06-07,2017-06-05,4024,85641969,8943542546273
3300533370975,2016-06-08,2016-06-06,3917,88071718,5545014299460
6997073937675,2016-05-28,2016-05-27,3241,09861732,6578408233305
6787190809487,2014-05-02,2014-04-30,4635,61547919,6128931045212
1754686392117,2014-02-18,2014-02-20,1211,86502870,4684122149357
9174076669049,2021-07-01,2021-07-03,3684,74484294,2929331458916
8146866843404,2022-04-22,2022-04-23,1859,10493939,0938197147652
0218259420672,2020-07-27,2020-07-26,4780,10931585,0508857997523
7916154944134,2020-12-14,2020-12-16,4214,70172164,7075938876600
4579002562640,2018-09-22,2018-09-24,3090,01012576,9487968149469
2026744824328,2013-12-03,2013-12-02,4892,13563851,1955812116502
1550589315112,2022-11-26,2022-11-27,2546,11901792,6185978003216
2571385341616,2015-11-19,2015-11-18,3394,98653232,6772337322325
5988194965822,2015-08-06,2015-08-07,1392,83199820,4494764255275
8445136108459,2011-12-20,2011-12-21,3481,43622733,1314033976867
9204719251888,2016-08-17,2016-08-15,3227,51028381,2144486972388
4265152231955,2017-05-20,2017-05-18,2776,18527841,9781086728859
4824435051842,2022-04-08,2022-04-09,2574,97258438,8281849583370
9551775918799,2020-02-17,2020-02-19,1368,54483484,1174532104891
2591419181247,2011-06-01,2011-06-01,1421,19207087,4569510916691
8778260161992,2016-06-17,2016-06-15,1604,01012347,6175391881492
1913750974462,2014-06-10,2014-06-09,1891,55016377,2613226370819
7594066536267,2012-05-18,2012-05-18,3301,31367769,3428049169309
5354808099618,2016-08-15,2016-08-14,4441,26069586,7761837972450
9002203985437,2022-09-30,2022-10-02,3269,36763436,1892062022767
9708482530626,2015-11-19,2015-11-20,1199,52810992,5244508114653
0778505667904,2017-09-14,2017-09-13,2889,23157491,5757687978126
1731862073671,2017-01-23,2017-01-25,2406,11829768,3215290357261
8678241444123,2012-01-18,2012-01-19,3272,21310805,0023766652184
3500830049875,2020-01-22,2020-01-22,2766,59243557,3887678018769
1405320149757,2015-09-20,2015-09-20,1805,25666601,3010024320517
7669699410366,2017-09-04,2017-09-04,2924,69068768,9412583978576
1099425141084,2021-05-19,2021-05-21,1346,79094122,9149641717456
2486003031810,2017-12-27,2017-12-25,2562,41267240,6944445338707
9020581680317,2014-04-27,2014-04-25,4990,62818896,1683345592707
5538514006324,2017-10-08,2017-10-07,4524,70406863,9981342476474
4487115728122,2017-06-23,2017-06-25,3463,62672344,9034766010912
9980305288536,2019-10-03,2019-10-01,3209,83234996,1539418708585
2430514872974,2020-09-11,2020-09-13,2891,19337708,7311823259098
2554408850890,2011-01-25,2011-01-23,2821,07379826,0165715122031
3297889444637,2021-05-14,2021-05-13,1501,94452877,0997523424089
6308443171627,2016-04-04,2016-04-04,2351,81729272,6138264843157
8602563278524,2020-09-15,2020-09-15,2158,61785267,3833420388482
9650956261119,2016-04-24,2016-04-24,1692,93735278,7640991887339
2944124564643,2014-04-19,2014-04-17,2643,87273472,3765036781350
6723665145582,2022-05-07,2022-05-06,1252,52268687,1158195873523
8864650129779,2016-10-19,2016-10-19,2726,39636584,2111236085773
8422306530739,2012-10-15,2012-10-13,4919,99134860,5973789145642
3615739024257,2021-01-03,2021-01-03,4555,26261652,7406362613750
9610731327737,2015-10-31,2015-10-29,1192,25227819,2346503559842
3151184844540,2019-09-26,2019-09-26,1383,92011014,7128273936819
9529629905790,2020-07-19,2020-07-20,4310,66044437,2311013739497
2029308279251,2016-04-17,2016-04-19,3910,93066730,9598752755671
0856217590380,2011-07-12,2011-07-13,4816,93818889,8090730374856
8813884704900,2020-02-10,2020-02-08,2052,21960949,2748470418731
7376922792235,2014-04-23,2014-04-22,2812,87563603,9404288075582
1812953878136,2012-10-10,2012-10-10,4587,85784208,7074785699066
0027869298591,2011-07-07,2011-07-07,1942,97618966,0466167878515
0461501850295,2018-09-29,2018-09-30,4714,20921484,8720295040063
4231411033523,2020-11-01,2020-10-30,2654,28357834,4532309634328
8879892000250,2017-09-16,2017-09-16,4222,91512796,1355178854306
1525786557306,2021-06-29,2021-06-30,2686,96422793,6160798022708
5778259749166,2022-08-08,2022-08-09,1491,24562584,6534735066351
6754802300670,2022-08-16,2022-08-18,4738,06968267,8899876439906
9372229989376,2015-07-05,2015-07-06,1490,00487603,9926721895323
0714299780122,2017-01-29,2017-01-27,2263,67119950,2389136823034
6536812454938,2013-03-26,2013-03-25,2847,41233078,2128904775362
0149705163419,2013-05-22,2013-05-23,4789,81426492,4818650145424
5039907297874,2018-08-27,2018-08-29,2446,03472927,4172470169641
