OrderID,Paced_Data_Time,Payment_Type
0563283753198,2000-07-25 09:16:44,credit card
9823412160008,2005-08-06 20:06:41,credit card
0156021148808,1984-03-01 02:19:57,cash
5628132256987,2013-01-06 17:25:31,credit card
7314759849845,1992-09-18 02:25:53,credit card
7825918337177,1989-10-26 16:27:54,cash
5853050622341,2005-03-13 04:15:10,cash
0387156291262,1975-01-22 00:04:52,credit card
8104852004246,2003-03-23 13:45:04,check
3654459080716,1985-02-26 08:47:54,cash
3140755641466,1977-10-26 20:18:19,credit card
1623604967914,1981-09-12 08:04:30,cash
3529668702134,1984-09-06 12:58:20,check
3430136095613,1972-11-07 06:21:48,cash
7282493933376,1982-06-02 18:13:52,cash
8502680500532,1985-02-11 08:33:20,cash
2361337392540,1980-08-14 21:04:32,credit card
9754491890459,2015-11-26 23:43:08,cash
7815596204137,2004-06-01 13:17:26,credit card
6936444818007,1975-12-05 00:08:57,credit card
6202878173303,1979-04-19 20:03:28,credit card
7821016945269,1983-02-02 09:40:02,cash
3022074572396,2011-09-21 01:36:01,cash
5350869575412,1993-03-11 19:45:28,cash
7339327491073,2004-05-03 11:59:54,check
3390830256508,2013-04-10 09:39:27,check
4686655528135,2003-11-02 09:45:12,cash
9548076857100,1988-04-14 01:56:56,cash
9201853513650,1977-09-08 04:48:08,credit card
1981067516170,2000-02-13 06:39:28,check
9691313089212,2018-07-20 21:25:45,cash
2403419267855,1992-08-27 17:00:39,cash
6018534973879,1997-04-03 19:51:53,cash
4899293635213,2007-09-03 09:39:54,cash
0464574352536,2013-12-14 10:14:14,cash
5541617069455,1990-07-21 21:59:10,cash
4594963821339,2011-12-04 20:31:57,check
1880073046957,1979-03-20 06:05:36,check
0310709589479,2013-11-22 05:41:34,check
7554376094550,1984-03-12 10:36:00,cash
2102358453786,2008-02-27 19:23:49,check
0427912051744,1996-03-16 23:50:40,credit card
9624813281299,2004-09-01 23:18:28,cash
0024118800390,1972-04-23 04:07:15,cash
3962151970618,2020-03-12 07:33:02,check
9651838146401,2010-02-23 20:25:34,credit card
4958487378296,2019-08-22 22:11:30,credit card
1685687519763,2008-11-22 23:04:22,check
7497766425858,2001-08-07 19:49:20,check
6420053134790,1989-04-24 07:16:43,cash
3581503327513,2003-10-31 03:14:33,credit card
4554429615216,1984-01-22 04:36:33,credit card
3452272031911,1970-10-21 15:57:39,check
3520388202683,2002-10-31 12:26:03,cash
6688706127906,1977-06-01 17:18:18,check
4662941588045,1980-05-10 17:56:41,cash
9264628374665,1972-02-18 14:33:09,cash
5501804007585,1986-11-11 17:42:03,cash
3668903497357,1986-05-13 23:40:55,credit card
7948125820222,1970-11-30 11:19:34,cash
4013915383089,2017-11-15 13:39:16,credit card
3309521277951,1983-12-03 16:17:45,cash
3920216221655,2018-02-18 20:31:00,check
1898504482588,2003-07-18 05:13:57,check
3869796104821,2006-06-14 10:11:32,credit card
4019007305236,2003-02-04 09:13:51,check
3070088640211,1985-08-01 04:33:55,cash
2597570827130,1976-08-23 19:41:35,credit card
0898830414308,1996-01-10 12:50:33,cash
6614570448533,1990-03-28 20:01:08,cash
6593789545052,1981-11-17 11:37:56,credit card
1862101035973,1975-06-28 19:41:59,cash
1359783792770,1994-10-30 18:02:46,credit card
9327443400381,1996-10-17 16:42:19,cash
4362481887300,1985-04-20 07:59:01,check
5022388017673,1983-12-12 01:52:55,cash
2721967443461,1992-09-25 08:08:06,cash
6382988109789,1993-12-13 18:45:20,credit card
8252174934496,1978-10-03 00:56:08,credit card
9135030994874,2011-05-27 09:24:48,credit card
2183238582291,1972-09-15 19:51:04,cash
9923770288298,1973-02-28 19:10:51,credit card
8094942172736,1990-07-20 04:22:56,cash
2263344130958,2000-08-03 18:55:42,credit card
7382885430008,1997-03-05 10:35:53,credit card
8334977777606,2021-01-12 17:32:58,credit card
4117872078344,1992-01-17 01:27:37,check
7162246381060,1983-12-02 19:52:30,check
3647372088044,2006-11-13 15:49:10,credit card
6246620185275,2012-10-01 02:14:41,cash
4041357877163,1973-10-02 15:28:05,check
7613613785238,1979-01-05 11:26:16,credit card
4480813516084,2013-01-17 22:54:51,cash
7396555677037,1992-12-08 01:19:32,credit card
3251776524734,1978-05-09 05:45:13,credit card
9597840712268,1996-07-20 14:38:11,cash
9757735634246,1999-09-02 14:48:55,check
4804078452442,1985-11-29 03:18:57,credit card
2156783789484,2021-12-07 23:25:56,cash
6874254301190,1988-08-20 20:36:30,check
0363674180127,2002-04-13 15:57:53,cash
6203945476600,1972-09-11 03:21:02,cash
4803652204491,2003-06-07 06:57:12,cash
7439825605610,2008-01-24 08:32:41,check
7933136842349,2007-11-17 03:28:13,cash
9421133114005,2012-10-18 16:23:24,credit card
5884833833784,1977-10-16 22:44:42,cash
9371684274485,2011-11-25 04:33:39,check
0169464028538,2012-07-18 02:55:37,check
2044189145518,1990-06-01 04:18:12,credit card
5465497918699,2017-10-17 03:53:18,credit card
0415721563978,2009-08-18 04:20:03,cash
0523921662619,2003-06-18 15:11:38,cash
2820202678139,2011-09-06 20:39:39,credit card
9258803646227,1991-12-31 03:12:30,cash
3329129418273,2009-02-19 21:54:25,check
6244747132523,1986-04-28 02:14:01,credit card
6412966335326,1989-10-26 16:25:18,cash
1396991765059,2013-07-20 17:29:14,cash
5238042596082,1981-01-23 08:44:35,check
9643054550537,2015-07-30 11:57:38,cash
5126723425694,1990-02-03 08:50:25,check
6736042636900,1985-12-18 08:26:49,check
7470794727200,1971-02-24 11:05:38,check
4816859662810,1971-01-19 08:27:57,check
4636681191261,2000-04-08 23:52:36,cash
1274042743853,1972-03-01 04:03:05,cash
0802080596028,2010-08-31 18:07:13,cash
3844407524809,1976-05-11 12:30:58,cash
4470152397970,2010-10-01 05:11:55,check
2051986316065,1988-02-06 09:12:08,cash
3372819312580,1986-07-02 04:50:58,credit card
0668158145860,1970-10-20 04:53:26,check
8885585329546,1987-05-01 05:29:11,credit card
3438832326505,2021-04-25 13:53:09,check
9881656469905,1988-08-25 17:21:44,check
7618212654770,1983-04-14 17:54:35,cash
3245041566321,2017-01-01 23:46:35,credit card
1994898455778,1987-05-29 16:06:00,cash
3423075876108,2011-12-08 13:15:40,cash
9509808302473,1990-08-17 12:22:44,credit card
8642481063864,1972-12-18 05:19:47,cash
1540873207681,1972-01-15 01:36:36,credit card
3674757543041,1999-05-02 13:37:48,credit card
8210972746420,1995-11-29 01:51:39,check
7655356649170,2014-05-18 07:35:02,credit card
1476875433233,1985-01-17 10:45:42,cash
0758998560791,1975-03-08 13:20:45,credit card
1720505816225,1977-04-30 07:33:01,check
5568844882732,2006-07-19 03:29:47,cash
6172361468493,2017-05-14 15:05:59,cash
3467204127846,1971-03-14 09:01:31,check
3569370874798,2000-01-18 08:06:03,cash
8311366597663,1974-05-16 16:05:35,credit card
8817753746084,2010-01-31 06:46:48,cash
2951466950409,1989-02-11 19:56:32,check
7909261777344,1989-11-18 20:54:28,check
1253494687182,1982-01-13 06:51:50,check
1134688573248,2013-01-24 23:58:34,cash
3671176203945,2005-09-13 12:02:46,cash
2722711646114,2009-03-28 15:35:53,cash
7764218752429,2002-03-30 01:50:47,credit card
8795122627564,1985-09-10 11:07:26,check
0782272214681,2004-09-25 12:14:17,check
8872794464045,2019-10-13 21:30:08,check
7718191890715,2018-04-29 13:13:23,cash
5705201352723,1989-02-18 13:27:24,credit card
1867144321878,1985-08-26 13:22:57,cash
8280976152312,2018-04-06 15:21:33,credit card
6040223662573,2022-09-25 14:47:09,cash
8054035869066,2002-02-15 14:01:25,check
5176981555602,2019-05-25 06:22:36,credit card
8363774842217,1984-06-23 12:49:50,cash
9999952744791,2013-05-11 15:19:32,cash
6410697399266,1983-01-20 19:43:18,credit card
4662306735220,1985-06-27 14:35:18,check
5597610750845,1973-08-26 02:16:31,check
1561270298317,1999-08-29 05:06:12,check
4464085886564,2012-11-04 01:47:11,cash
3100241874815,1992-06-16 14:40:21,cash
9914559069771,1984-03-13 23:59:00,check
7212548004669,1990-07-04 09:49:12,credit card
7237376312021,2004-01-29 11:19:45,check
1162715256956,2008-07-16 03:39:13,credit card
7421602558592,1980-01-28 19:47:49,check
1912159851978,1992-03-24 21:34:51,cash
8942240241176,2003-10-28 16:57:39,cash
6425841824419,2008-08-05 02:15:33,check
8431866414229,1976-04-20 18:42:14,cash
8091995827248,2004-05-15 16:17:24,cash
0592760195466,1983-04-13 20:44:32,cash
2008942201125,2010-11-09 14:41:19,check
3800275774470,1987-12-02 22:20:59,cash
5631592667217,2018-03-25 14:47:51,cash
0298410063443,2006-06-14 07:50:10,cash
1231421694946,1997-04-23 14:37:18,cash
6629944481931,2010-12-25 10:32:39,cash
9161205638038,1988-08-05 22:44:50,credit card
8077324074804,1994-11-13 02:37:50,credit card
4123368303647,1973-01-02 02:10:28,check
3605582990724,2012-08-23 21:36:18,credit card
7344990469472,1988-06-18 11:55:34,credit card
5841034997356,2011-03-13 13:17:59,check
1443105199917,2009-06-25 21:56:06,check
7381143366479,2007-03-03 11:58:43,credit card
4734198157869,2009-12-08 12:40:15,check
4618710734724,2016-04-24 07:07:44,cash
4323540728415,1986-08-10 07:44:51,cash
0856906918600,1988-11-17 13:30:22,check
1384314553667,1994-08-28 19:53:39,credit card
0178985409511,2020-12-12 02:43:41,cash
0054272604800,1979-09-25 12:40:57,check
4961219102342,1976-01-01 05:16:50,credit card
3130576628227,1976-11-09 20:30:24,check
6072018995344,1970-06-02 17:38:14,cash
8099166214446,1998-02-25 09:58:17,cash
5734506750767,1999-03-14 11:33:57,credit card
4100710861192,2008-03-22 10:27:56,credit card
2365064896814,1970-04-03 08:05:03,credit card
1542760054880,1994-01-22 03:50:19,credit card
8661465557403,2016-12-03 17:35:37,cash
2743149802088,1989-12-14 05:17:36,credit card
3153830594830,1989-05-06 23:44:07,cash
1141685168490,1980-01-03 19:27:18,cash
5588263723096,2011-10-02 06:30:27,cash
0649010158686,2001-04-16 01:22:18,cash
2896902746447,2014-02-02 08:37:10,credit card
6389641802094,1983-08-19 21:28:21,cash
3241123069810,2022-03-20 00:24:32,check
6975533896076,2006-08-23 11:17:41,check
7662750158962,2022-07-05 12:13:38,credit card
2524903671955,2018-07-31 12:34:03,check
4186715857552,1988-01-09 02:27:41,check
5494422230506,2008-10-30 02:12:26,cash
8431129503417,1972-02-15 19:29:23,check
2357686091753,1973-01-28 00:46:44,credit card
2480638982158,2001-08-22 01:16:49,credit card
9413476866321,1985-04-09 00:19:02,check
4486491400240,1991-02-09 11:46:46,check
0679271645335,1986-07-20 00:32:12,check
1744468331120,1995-04-05 15:07:56,check
7501230120566,1978-02-13 15:56:49,cash
3364682084763,1971-09-11 06:11:13,cash
5387823216562,2007-03-12 22:53:03,check
5854475945022,2021-12-18 05:56:51,check
8458127476840,1982-11-28 14:42:06,check
0345413978158,1988-02-04 13:32:59,cash
3069058533783,1975-09-12 00:19:09,check
9395348847020,1991-07-16 11:01:00,cash
6005202651627,1983-05-19 07:54:14,cash
0760241465777,2022-08-04 01:34:28,credit card
6628173916214,1984-04-18 10:21:45,check
5359536840051,2020-08-03 11:52:36,cash
8710411934598,1996-05-26 04:54:18,cash
3639736176436,1999-12-25 04:00:45,cash
1340710994169,1970-07-19 11:20:43,check
4300776082993,1995-08-04 15:04:48,cash
1739867619085,2016-03-13 17:00:52,credit card
0461720717539,2008-02-22 15:26:51,credit card
2902532548211,1988-03-07 09:19:12,credit card
2266809292482,1982-01-02 15:35:15,check
5757142953439,1998-12-31 17:57:19,credit card
5143663152091,1991-04-07 02:52:03,credit card
0525504937916,2008-11-12 18:12:02,check
3254139865031,2022-09-24 22:03:07,credit card
5131513770014,1976-06-19 05:36:25,cash
5055807864732,1980-10-23 20:59:38,check
5457129209923,1998-10-19 19:55:03,credit card
9696326032842,1987-02-28 01:07:23,credit card
0301609764608,2013-04-14 11:01:16,cash
9525114999909,1990-11-14 10:03:56,cash
4802576686284,2015-09-23 21:10:38,credit card
8304823393847,1995-04-20 10:50:57,credit card
6677406387154,2011-10-17 04:48:58,credit card
3717536435257,2019-12-19 12:50:07,check
2867372065260,2021-10-13 14:50:09,check
5098501617617,2021-04-09 16:53:05,cash
8595466006861,1983-03-27 04:35:54,check
8627675206517,2021-05-04 18:08:15,cash
8961723316026,1999-03-30 12:31:57,credit card
4799288936816,2014-06-18 06:50:58,credit card
0625610069058,1988-03-29 00:00:28,credit card
6040600078478,1973-03-26 09:26:16,check
4823337323255,2002-10-18 01:44:14,cash
7568345925479,2017-10-08 20:14:31,cash
1300990934750,1975-01-28 04:54:29,check
1868321776269,2016-09-07 22:43:22,credit card
5297485278719,1977-06-28 12:35:50,credit card
5508956712350,1994-05-24 18:02:30,cash
3417101690004,1973-07-29 12:30:47,check
8176528400683,2022-09-12 15:59:09,cash
2627169178234,1974-04-17 20:39:52,credit card
3516968333168,1990-11-02 21:10:13,credit card
6821235634549,2000-10-28 02:47:58,cash
1516796823314,1992-12-02 14:25:16,check
7452227910595,1999-10-09 09:57:57,check
8114704841622,1985-03-20 07:24:06,check
7951954198479,1974-07-14 05:10:31,check
8989814585816,2017-06-09 20:27:09,cash
4033782262331,1979-01-10 00:27:26,cash
1460717347581,2022-05-17 01:47:11,cash
2350586175523,2006-03-17 17:08:23,credit card
6479381947138,1978-06-12 18:39:51,check
9071958822960,1992-03-13 22:23:27,cash
4356969787732,1994-05-06 16:51:17,cash
3530055966343,2015-11-14 13:58:21,check
4920140646899,1989-02-08 04:18:29,credit card
6992206056216,1981-07-26 01:14:35,check
1364492152074,2000-07-23 13:40:30,cash
7664522511654,2000-05-17 14:26:56,check
2265042182895,1971-05-21 12:22:45,check
6607987917280,1997-07-20 07:52:11,credit card
9022646483994,2022-08-09 01:32:38,credit card
9067810708220,1973-12-31 12:30:58,cash
7330391484497,1981-03-09 12:32:20,cash
8906978515763,1970-02-18 17:48:22,credit card
6573516393019,2001-03-28 06:31:18,check
7259897638961,2018-02-06 02:17:33,cash
4511461131357,1995-05-16 12:54:36,check
4087956894972,1971-03-09 10:20:37,cash
4465215140334,2006-05-26 11:47:40,credit card
6451427869017,1973-12-31 22:02:36,check
8513356717543,1989-11-16 14:11:13,cash
2176802414999,1987-05-26 00:40:03,cash
8705851780683,2015-03-24 21:21:56,cash
4064888599557,2002-11-18 01:00:18,check
3529220602414,1974-09-06 21:21:43,cash
6687388004420,1983-05-08 15:16:54,credit card
7174553624631,1977-09-30 04:01:59,credit card
2229833959578,2011-08-21 21:14:46,check
1301853149427,2010-07-03 21:44:39,cash
7538321877498,1984-09-19 21:47:00,cash
0297100811005,1979-01-31 06:42:20,cash
6002756564762,2020-04-30 10:27:25,cash
1255438255525,1997-04-05 11:58:13,credit card
1619589952045,1977-08-26 07:52:13,credit card
3584913893258,1975-01-15 17:24:54,credit card
9037667392330,2007-03-11 17:54:39,cash
7182221427873,2014-04-13 19:26:25,cash
1600562634720,1974-06-06 16:41:26,cash
0165412208328,1990-05-16 10:31:19,credit card
7315066161842,2001-04-25 20:44:26,cash
4056172417722,1987-03-21 15:15:52,check
7374888764235,1977-08-28 05:21:01,check
0175757349990,2011-02-27 11:28:07,credit card
2292910917310,1972-05-01 07:51:08,check
7731462665294,1986-09-10 12:19:00,check
5051331425708,2004-03-02 07:07:43,cash
2122129490703,2001-10-11 00:39:20,credit card
2529101908216,1993-07-30 10:31:18,check
5666350515417,2015-06-18 09:50:21,credit card
5616042443252,1985-05-22 19:06:16,credit card
7702650030408,2013-08-19 18:18:11,check
9726421317435,2022-05-01 20:15:29,check
3507483077675,1992-10-14 22:34:09,credit card
4840358218872,1985-06-28 01:07:00,credit card
6329364213197,2014-09-20 15:56:55,check
2313028319183,2002-04-23 20:51:01,credit card
2096411882098,2018-01-10 10:40:42,check
9339354110556,1996-09-29 19:20:33,check
6693940617823,1978-03-27 08:10:13,credit card
7778217970005,1994-07-31 07:37:07,cash
3552123137028,1990-09-29 00:08:28,cash
4849043923015,1976-07-22 09:56:18,check
3890614811461,2008-05-17 04:48:23,credit card
2717177747581,2005-08-26 20:12:21,check
7439043595649,1990-01-12 14:55:07,credit card
4669210348164,2022-09-15 19:13:23,credit card
3073086322042,2007-08-17 22:55:14,check
3544010131226,1984-04-14 06:49:35,check
2593164994370,1975-07-16 12:15:40,check
7473010836946,1986-12-07 20:40:15,credit card
2040315037313,1972-09-06 19:32:47,check
9775678947025,2000-04-08 03:48:26,credit card
7723322085489,1988-11-28 22:29:42,check
1462816562070,2020-08-03 18:18:55,check
5293524538950,1992-06-30 06:26:46,check
2762271202399,2011-11-28 15:25:36,credit card
5748949861379,2013-01-22 15:05:17,cash
7434076195088,1986-07-06 02:07:39,cash
2889987341881,1995-12-19 02:10:12,credit card
7719708430912,2010-10-15 11:17:19,check
7762912753926,1981-03-13 14:31:10,credit card
3205719834367,2018-07-21 22:48:56,credit card
1829148464302,2004-09-10 09:51:32,check
2771918213292,1998-08-02 14:10:00,check
4580743796980,2000-04-14 06:07:24,cash
0411257246330,1987-06-22 22:59:49,credit card
9292271528616,1992-02-15 15:24:04,credit card
1082905218956,1996-08-31 23:45:31,check
0647052237390,1987-11-10 01:30:26,cash
0467870655653,2018-12-20 10:03:24,cash
2920833368956,2003-10-10 19:35:03,check
1628949344215,1979-09-25 14:19:37,cash
2577291441518,2000-10-26 03:36:29,cash
7598374433621,1973-01-27 15:37:13,cash
2790453848721,2010-08-07 22:39:33,credit card
2225820685765,2002-01-28 04:19:40,cash
2415901313391,2012-08-29 20:24:48,credit card
3100690924109,1974-09-25 12:44:07,credit card
8582993940997,1985-08-31 05:58:53,cash
5728242735379,2018-07-24 05:18:02,cash
7761379632768,1992-09-12 13:14:43,credit card
1137183716875,1972-08-07 06:07:00,check
2336192646077,1971-04-30 20:58:51,cash
7946488490090,1980-07-25 05:26:20,cash
3369960368566,2013-03-05 17:50:44,check
9987729912931,2010-01-28 04:26:58,check
3247598774631,2020-02-04 05:06:19,cash
7358745749993,1986-04-22 06:25:53,credit card
9562896331626,1972-02-14 15:46:47,check
2467977518842,1996-11-19 20:42:37,credit card
1013379062615,2011-12-23 11:05:42,cash
9324828850335,1987-11-28 03:29:46,cash
5786429151237,1986-09-13 06:55:28,credit card
1061255103815,2014-02-20 21:08:51,credit card
6951033436462,1984-11-21 17:33:29,credit card
6279297821382,1989-01-07 14:23:48,credit card
3015465295509,2020-02-12 13:02:35,cash
9286412838092,2014-10-02 15:59:36,credit card
8275827061486,1985-08-28 01:27:49,check
7647211342760,1974-10-24 00:14:03,credit card
2969954618458,1994-12-18 21:52:55,check
9296284271781,1985-02-10 06:32:41,credit card
1610749007360,2010-11-19 11:23:31,cash
3812852893191,1981-03-21 18:19:35,check
5272039117850,2008-12-10 03:18:33,check
8474921454020,1978-07-05 02:04:04,check
5655294269418,2012-08-27 02:28:32,credit card
8213094088294,2007-07-01 11:31:34,credit card
0094939824486,2001-12-27 12:48:41,credit card
5537531481381,1971-08-16 11:46:43,credit card
6380546588236,1983-12-04 11:10:59,cash
2850294853558,1989-10-10 16:04:52,credit card
3001376508296,1995-03-31 06:57:21,cash
0428010625318,1987-05-16 12:23:21,cash
9238186251584,1995-03-14 12:27:41,credit card
6874453840063,1999-02-13 22:51:32,cash
7985543039768,2017-06-06 09:44:37,check
5055993551799,1994-05-14 13:16:57,cash
8910650557620,1995-08-30 19:11:18,check
4175027242156,1997-03-11 01:17:09,credit card
0041867990578,1970-03-10 22:53:49,credit card
0274327091557,1987-12-28 07:51:29,check
8620117862876,1989-01-08 18:22:05,check
9805190226121,1988-01-16 03:14:10,credit card
2613737215364,2021-12-03 04:46:20,cash
0882867930832,2015-12-19 21:07:33,cash
2459159896251,1976-09-28 19:12:46,cash
2560163624126,2019-06-08 11:37:01,check
7127141754555,1975-07-16 16:30:06,check
6750585306038,2008-07-02 07:42:33,check
6449584901626,2009-02-28 01:51:08,cash
6400137084555,1970-10-22 11:08:25,credit card
3232272624258,1996-01-08 15:30:23,cash
8116596370877,1982-07-06 03:26:03,check
8360719230474,2001-01-30 07:53:27,check
5345798974641,1997-01-20 11:33:57,check
0278459270736,2014-09-24 11:07:11,cash
3782239680358,1992-04-18 18:46:02,check
6196000981303,2015-09-16 09:07:25,credit card
5369346179531,2001-01-10 20:04:55,cash
2088259554060,2000-08-14 21:16:31,credit card
7092375254198,2022-09-02 07:03:42,cash
7364681635351,2010-04-08 03:44:32,check
7112861672142,1994-08-04 20:57:16,check
5977280847968,2014-07-21 10:01:08,cash
5757685026904,1995-03-12 12:50:48,cash
1887213702155,1979-10-02 10:51:51,credit card
1295588394057,1994-10-21 03:54:55,check
5057629532530,2011-08-30 14:37:07,credit card
9134883553740,2010-04-25 00:48:29,credit card
8876718911240,2010-04-09 01:54:26,credit card
0033625943070,1997-08-29 12:23:06,check
2550362369256,1994-06-07 19:03:19,credit card
5900149063919,2007-08-07 08:22:41,credit card
6265336883992,1994-08-05 11:12:38,credit card
7143897865161,2002-08-17 04:41:16,cash
3616541095992,1985-04-19 04:28:48,credit card
5091116308321,2001-07-11 08:19:58,credit card
8548847848222,1991-09-12 05:27:19,cash
5328323397030,1971-07-19 15:41:07,cash
5651233981816,1992-02-23 08:32:54,check
1409272173914,1981-04-01 02:44:06,check
4349686518758,1993-05-19 22:49:42,check
3549937268222,2009-06-30 00:32:02,check
0183936884804,1978-04-13 21:05:52,cash
0520792341667,1985-12-22 05:17:39,cash
5990615912575,2009-08-21 11:01:23,check
2313859007884,2009-04-20 05:48:20,cash
8704142550868,1970-12-29 19:04:25,credit card
6999419098200,2003-06-20 22:24:46,credit card
4520625340184,1997-09-16 20:40:17,check
6690788616025,2005-02-09 06:49:38,check
6296408365801,2007-02-18 20:43:57,check
0012229771975,2016-12-02 07:31:49,check
1595979710085,1986-12-26 19:34:23,cash
7175926892268,2002-08-02 13:09:52,cash
7154536141461,1985-01-16 11:10:49,cash
6637918110916,2016-06-04 01:39:20,check
4989350876960,2003-05-10 05:47:28,credit card
1269318822608,2021-03-11 15:54:24,cash
4170292948529,2018-10-18 07:28:36,check
4206326240663,1972-02-26 04:46:49,cash
4661717568052,2015-08-09 19:46:46,check
2691374537605,1987-02-25 18:11:11,check
2665587217562,1991-11-17 16:38:45,check
6277496434457,2015-07-03 13:04:59,cash
9942752254656,2021-07-26 01:42:00,credit card
0921162684504,1994-06-08 13:34:54,credit card
9432672952973,2004-07-17 03:35:16,credit card
8473175830529,1994-02-26 08:19:12,credit card
0959715993353,1988-03-26 09:24:37,credit card
4113787813773,2004-07-27 09:32:43,check
9633530148655,1998-06-09 02:02:14,credit card
0388375722261,1996-09-11 16:38:25,check
7526484479970,2006-05-13 18:35:16,credit card
6435162876394,2010-09-25 22:09:31,cash
8612076273282,1981-03-26 20:25:39,credit card
0531513446486,2021-01-11 13:27:21,credit card
3217936493920,1986-03-28 11:46:02,check
7011518172694,1992-05-30 03:34:52,credit card
8407464485503,1972-02-06 01:49:02,check
3413950521261,1972-07-08 12:09:16,check
1761481001502,2013-07-23 23:13:02,credit card
6116564342211,1973-03-08 09:39:36,cash
2448436547481,2018-10-06 18:48:28,cash
0114555988130,1991-02-10 05:36:24,cash
8494167124648,1985-01-19 19:28:40,credit card
8710158899242,2008-06-19 16:43:06,check
7357958916659,2012-12-15 06:22:55,cash
9480127099704,1970-01-14 21:41:33,credit card
7135601132416,2008-06-12 19:07:59,cash
3872033602141,2018-04-09 20:13:18,credit card
4243844272806,2018-01-24 09:06:41,cash
8390136059594,2005-12-23 20:56:53,check
6645484021154,2019-01-05 22:19:50,check
6109311973677,2016-05-01 22:48:23,check
6541086243683,2004-03-09 13:52:10,credit card
9656002368207,2015-10-12 00:20:31,cash
6451550140830,1993-08-18 18:57:25,cash
8993955086354,2015-05-29 03:31:05,check
5204848050110,1982-08-18 13:55:27,check
4789169094148,2001-04-06 10:45:57,check
7316331915788,2008-09-21 04:16:48,cash
7962300706422,2008-02-27 14:23:58,check
8880792186432,2014-01-07 06:15:31,cash
8586413857414,2007-07-16 15:59:27,check
6960610017673,1983-10-13 17:33:55,credit card
7313742270864,1989-09-04 16:15:13,cash
5348738598440,1970-04-04 23:09:16,cash
6623701749012,1986-05-15 09:21:11,cash
9311674861806,1997-09-08 00:46:29,cash
0394251016577,2006-09-12 18:59:26,credit card
7271362456719,1996-12-03 07:28:49,credit card
3834234775031,1991-10-01 22:20:27,cash
7519489639296,2021-04-15 20:12:15,check
6106245171797,2009-10-06 01:38:08,cash
4596150581231,2014-09-04 23:57:42,cash
5351754487179,1992-10-19 10:15:59,check
3710383515684,2018-02-11 22:24:32,check
9172714455726,1989-03-22 15:37:10,check
4085833665042,1979-05-11 01:56:53,check
7891168295369,1974-05-08 15:12:12,credit card
8162220622645,1987-01-06 18:45:26,cash
9138270818887,2001-01-30 05:57:33,cash
2531376220726,2013-08-20 16:17:31,credit card
6290157291480,1989-11-08 02:11:39,check
7742014957118,1980-06-02 01:09:22,check
9566105725909,2014-09-22 08:50:59,credit card
0858622988363,2000-10-19 03:34:16,credit card
8235328038141,2016-02-01 00:42:10,credit card
8690165613812,1972-11-30 19:54:12,cash
8784942010731,1986-12-08 13:35:05,cash
8077499230753,2017-09-08 01:50:27,cash
5699165291139,2013-07-28 13:20:48,check
6897070071375,2016-10-21 23:28:23,cash
9371337125324,2007-06-26 13:27:34,cash
9336801068927,2008-05-29 12:38:49,cash
5669529114848,1997-08-04 18:03:14,cash
0039780866858,2001-04-03 16:27:57,cash
1711887397167,2005-10-31 11:17:34,check
2052392720187,2021-07-19 04:05:36,cash
7627915178957,1996-02-02 04:44:49,check
9534128275824,1988-09-02 12:24:50,check
7334995016450,1983-12-08 04:07:38,check
