Inventory ID,Product ID,Item CutSheet ID,Made By Company ID,Bought By Customer ID
2615108489763,4954221466809,88169514,40111674,6105808282192
1747347362239,6843207009674,60586964,02307404,6340449337690
8498131973454,7527063153267,17097123,07626630,9224540348700
4604792489546,9616552126504,35970156,61827011,6338425858291
4079590407076,4629699478295,42721499,45849817,2547176031103
3996977334637,7480746548074,54047389,74749546,6196556681474
9273695965577,3715204606459,49911626,91429063,0354664211914
8130259294393,0728276134150,60571212,44259433,5644617810413
7249433788625,3850172796358,29817160,41290828,9739248103723
0687617546192,4828312203010,92845442,65340325,7140334222181
9465124555743,9839558001440,82675622,18194449,4911532882995
3211539611927,5360814713097,09609204,39004420,0482072590151
9717540705654,9965811907652,73721796,48178396,6963683967777
1619357663845,8008411085243,41051993,73228608,1907607173221
2211053861182,8415069245439,60378200,20807016,3334340607450
7852549471475,1491017037919,52781544,77748577,0597620309199
1476001482920,7362844253510,80190950,30725577,3777327052582
6072600782628,6715352979266,73636076,57026411,0733763387247
8404655206732,5683042530749,46462930,86136389,3373274904310
1874234580336,6785760441495,32505979,11230465,9874162359662
7507068065819,4434886349094,16706842,95939476,2447384871266
2270376202966,4608066360968,13890353,87918427,2677215071149
3491599873828,3523200776232,54747098,98668021,9858774681311
7756562208202,3687642608695,51254247,84139399,5294396140784
0601521197424,5679551049155,53927569,58013168,9092978314938
9905223552514,4366725428755,07744631,37429669,6631452836653
6325809866539,8847010312288,84136336,20899745,6165808084530
6402330484972,0488520119219,94855678,96200827,6058527064207
3431451954401,0479943893688,08491978,84934307,4720355737944
7443689472462,5083685898365,48334273,29844739,6067054819273
5323979379539,0150232136203,85291706,70416237,5213358517242
4931660567342,5547168671796,63076714,70084283,1973909831916
2450842152371,6779112306723,93786034,35668725,1890415369903
1266242867675,0137033016408,18044478,10847541,8332576118516
8093165512275,5442982391182,88827483,61602526,8189144904688
2367629244764,9587053980752,56511468,01382426,8549787008073
6589657168423,1510020123485,25123173,69236181,3806482849895
8328200461189,9799603222605,10527733,82127749,9760857126650
0636788527202,2223363054673,84439956,67812400,6318527811677
2318813597906,2407690921307,73308874,26908311,3885016327627
1974703156281,7583444457041,20720520,06539078,3494656667989
4228183655879,6495376880457,75676506,86941990,9802359175238
8263355529080,6585749301808,60789716,46067210,7652069050361
6661756466942,5693985663190,87294125,08539953,7840188762580
3549331048543,1776386712026,74400294,74099771,0629984971832
8913701635438,0903211137605,17859424,40186566,4396553295427
0137774366701,7170139931414,67740178,15498359,4673180838341
0663836675776,8664625953091,38606410,18476224,8703230096899
9025834853814,4914033465162,95067582,82464332,2765343567112
6503575031799,9238825955262,59415992,16559561,0817430303232
0799003226462,8424255819477,12499083,57560359,5004030972196
3096061716926,2131707042043,18301342,96581742,8993254335788
4818961458817,7474228709367,69665332,38535253,8447969452273
7574278455518,0012267716235,41009901,47020221,6245946866004
2520984727291,7278659774631,23156050,98504060,9933056636644
1834548839858,4906371064619,33323473,23821866,5639006336681
8956103762838,0333915504227,30961807,89532690,6863212652122
0764585312056,0718644273161,43665655,79057400,9510154450268
3405385426358,8348438646592,78175402,54462809,4983257703817
5798223958332,0135457419072,20737283,46974044,4351542330930
3280878173700,9933740990717,02190679,10326534,8036125671049
8054216188702,1608352298619,74548873,05272075,2233170848334
1787432133467,1507305828555,72433256,25488845,5635914131479
3766869023648,6823061711418,51054618,98718320,3663667676123
4201849779669,3813378209121,27070086,14638503,2912579368918
9999540396807,8666662244095,56733617,44419363,8595820657210
0242315084126,9306287737150,92026179,67893133,9115075148418
8564044258077,2001466332207,44012076,36232192,8323844834344
1788355980282,6367188997282,01073881,18772845,0790914135218
5246280882423,7486636260897,73545491,58594865,6977689895897
4299607867437,8710985061256,47359475,33876313,3215324098085
4065746983402,9861674128251,44695095,17325660,5054039444309
0882541458423,9661260071462,98392421,81637294,9160307498915
2879962057036,3166579187881,89278789,93883290,5041063926871
6471708569948,2205072894856,86713290,53065711,8384516440812
7028044865518,3420695992751,86661133,69779381,9054293504630
2689271097490,1281607487664,24313957,09164994,7449698743678
9867782051733,8444787249733,17863537,87785937,2171938159172
0734984940044,4013192714101,53515148,84186072,5922313323728
8446136633019,5974889466613,99351175,35708261,3217179237299
4952306761214,7442291142046,49924107,97617808,2164496016162
9002519010236,1801265617021,61149465,62342575,3843934525952
7683644530756,3865771491771,28749394,31768610,4021683578804
1085115563632,8164782547336,61245402,55667869,8700036110873
6897764637252,8344598562833,30883802,49115673,1932040753341
4558141393582,1749072958442,72522158,54091436,1645782580969
3408834688352,9343021955920,43411016,41968093,4117556641178
5044721449330,3925649410300,76398162,98191918,5075884824719
7719536918286,8568875165283,86220422,66880417,6011217228853
4672121084441,1168256871658,88033211,90103506,4993580918154
7491245311632,4991508029784,68760533,63483499,5078650827037
9500390646969,5154492302373,38641879,17077293,5741321671962
1710425424273,6481266592319,95600932,42881445,8107014362086
6557706927994,8712085510849,87069105,46061997,3175264315324
7820266612037,5754018125242,53456434,57055947,1973891216128
4651627227637,6670732376441,18848311,79821865,8117301749476
6540686457193,6278346405269,77926012,93213042,9280372212190
4656584402646,6306966054960,59630630,00803052,5980723846640
3721554313374,5152437263628,55103893,41706909,4270852325095
9851577074304,9579172906997,09139183,60395849,4651888569088
0661959072151,6707268022709,21249006,49263244,1074839268756
4333631196498,9385643163567,41945506,76355240,1720875330154
5761073891272,0044269896905,55802222,22957009,7728116615804
7141237199143,4725732979078,62239257,70955224,4247058049308
0415427589951,4175039464379,42356561,49940381,0869215110825
5464834167608,5496997128516,22251152,57787305,0566272108719
3999862713043,3451887510484,57625744,65914533,2376643829871
1999288559081,7746895836401,65713976,30165892,6246916085197
4401169111440,8767490101960,14199974,85795501,7934446669428
2878025910639,0839282749433,98513468,88776132,4361403408920
4815747263610,8755255245080,54664906,73695554,4942491126127
1177173624919,9285491365468,60993731,93281577,6188532774560
1933605848939,2510711292024,09494466,69138751,3702728679519
7755170990080,6377141379703,27150191,53474155,0491356936295
0063090374406,0809863943246,94365528,20742584,1253949099508
9939061977055,8388281619732,15228796,38741166,1626628390959
3136944055039,8114639453792,00592925,87776218,7135516679044
7473657166611,5399698955873,55129732,35572343,6130911256051
1663740451755,7723168440763,53233219,34435489,9964346859627
3807351976346,3879101161555,27167342,35760030,7738213604595
4306653276301,5037288496589,92841703,06181604,2187490899005
7489538995300,3269830178014,69380662,80066774,7283122559790
6533266605954,8006277384630,17659062,93449588,4761917151839
6805377668778,6568301761814,49245202,39502742,7607092175291
3210148451696,0964524380102,03620502,75886981,2933999998615
9070047175406,7380198604758,74955541,16453807,3493532073920
0776522589698,0445863024037,43804962,54800496,7958263504038
1906953013472,5982352934897,84859273,05886487,3930510676990
6696572110649,1403161730448,39036629,10319550,7272240276924
0472819751044,1857411608344,41281178,96160305,6702078912363
4920668167470,0421257862447,39777041,61053762,5937320434497
7509078343451,1939675100021,72360378,16421578,9879772957222
2693549827559,1083130141392,94756548,79453721,9089409576133
0381933080759,3487343642055,39999368,48727556,1698485427369
3214992450812,3163618696816,10214077,91420657,2941077864615
3213442853784,5770339910893,35674337,52734878,1030205216646
6955378761395,4409121937077,18822359,06547882,5830094291276
5234985862918,1965201332185,68102234,51213923,3014269971244
7330986508034,7385095291094,74449941,10875506,4089828355390
0923411449124,9296260472737,34208250,52551260,6105085246405
6492798392858,3093963422412,27540305,89940372,5289793280324
2508658550239,0342049648196,58306185,94631982,9634838430244
2279297595195,2250400844034,84182159,30920927,6218833005497
4152155269705,0147520147423,25346749,86584432,8149948819571
7177243703333,1870084801317,45990007,09887893,7273607805986
2503524714203,4364625455765,29726462,55643542,7691750131095
2950066403933,1547620081983,31246279,71428338,7428148069469
5899327728583,4159892320560,74714575,67251230,7427344628661
1956559960274,3150512885071,82563516,73561095,6821830425788
6886568395345,1464530097081,75579012,20007225,1420984038926
7339470924374,0029905295779,37739140,17687270,7665281992920
7411027758745,1913843770988,20027001,31975568,3144252349382
1061762559662,8092491943104,14863509,81663194,6302744637646
2853108219625,2876464304743,78388888,79035606,0897177416686
5974689268431,4747894504110,68029319,23002968,4903653120254
4440965846781,8841673680586,90447402,92887831,7106633643423
9403553454428,3358353764504,80149590,98268993,6501999246621
6296748999506,8647866583098,34629291,19934945,0955860728017
6706901946211,3598263647539,97452683,98637997,0946729172720
3003610399080,3804880533095,61996892,58701737,4453403749261
6426286239011,6852917046923,19735511,10603178,0577669233778
8645700876450,7168117433807,68596071,66223818,5297657625631
5223593303869,5364957120934,18639919,72845356,7283567063517
1464673380194,4443406837836,25175660,69220395,5993423617229
9507893257883,4313652145378,28182047,77318657,2142329431948
0775313699240,5878551602555,26758992,21389788,0989630067822
3427196334226,0568426937794,47098312,46164766,8659199979233
4221740679783,5178883082453,22692474,10659090,9346620548944
5606287519126,2329874399781,00537018,77463531,7418399327852
4306959516224,5578754825118,81813254,07106972,7719687732212
2124650816397,6395604767942,95332154,26460659,7510098538796
9930036883739,7669567150981,81261277,60044488,9377762741108
4123997023305,6166405586755,60098450,61277755,9852657877730
5052616243086,0940707445851,23125414,45797712,5684858508632
8953569639971,4398960744680,54220232,90596575,5168206794248
6083307579213,6879783154781,31184540,15159021,5768467991242
1468686219267,5093184608693,59437048,45691614,0746350417791
9904764210044,7527044507454,58870402,13086992,3057173639749
5503699457278,8875363137685,65578353,36666850,2600147707879
5132379201810,6201706317032,35765639,95216263,6575543274514
1098535355558,7215187889697,14943683,02296357,7433802976205
3481825404667,2544591761653,94655834,67839339,3976923526705
9337645639496,5156096419693,77982780,27486641,3873474122984
5255414960555,9250423863640,39007858,83829505,0014200655038
6916726012972,0145752546113,99769680,17296168,5189785190900
9201051570714,9131586470664,66696629,58209257,2487994110188
4681594879454,9880752442225,70712629,53689085,4791779137900
1794993762531,1827846407652,32342215,35136484,0255185029333
4224604731474,5299766283702,64967332,78670662,3113821908985
6848369313584,9686842866687,84978455,32808094,6315442690257
6547159939422,0415822776239,88655871,46554079,2592600525765
4260323920881,9511546278170,54497726,94256277,2009445817660
0656328927040,6775872788960,29631209,12285822,5845660481104
7317116093622,9730379929794,64019543,06572259,4200334949709
2075165240576,1272398355416,95281872,51083373,5167428801901
4260462062664,3404151561521,41586051,38083419,1716955041928
0261131774448,4588447417804,11073475,34906521,2229428153008
9456564298239,1067458645008,61130524,27307700,2050121417674
6797053501854,0738103156224,12944644,75407216,7642369109807
0008693470735,7280507680049,17557382,55446419,4122888275212
4477018627158,2776317423921,07107900,87192261,1545004765627
7796426542943,9257480903548,03144886,82722401,0690720884327
6469218165279,7550473614509,99478070,27056516,6785614103753
0461223616384,5096749109383,11585213,16375123,9136403855747
5812781739117,5713504007356,82198541,83855795,1419953872807
8077409078871,3208533451857,31006255,40975177,4723569558299
0134758615381,8933333939513,66598169,88867236,9022788490638
6211414679612,5888307351446,25333701,99813079,3916548932536
9882159252254,0486099502081,44954178,76911774,6340443927453
6923675905613,6874661139225,12494910,24358897,2129786570809
4376595830428,7190637631937,26959757,75698140,5408176648982
4978648719263,1659030305716,05184453,30880818,2030850812292
4671375694086,2684047519329,02584867,51800482,7482675505579
8558479483838,2552612033887,25122107,75651510,4053540245970
4849658925442,4344286511789,28320258,97849179,4789542063020
8086835027858,6622864182544,32892710,28630272,4722830026635
4766925320819,3090754638731,54597532,07494710,9157076639144
5142068890058,9551771001709,57653082,25557824,4109321307044
5008942341965,2146168526162,53571786,55123686,2026207058833
3012045849411,1628310470642,37003357,22696991,6551275578427
4505860159883,5697979974088,97745051,15463623,6996776035909
7127280046191,9004611721072,61718173,02411613,5586803179143
8719345509438,5382666693129,73649779,63356434,1916139021184
1080961748776,5872776358365,17170147,33713274,6930047126798
4232421728010,6382454385648,01067040,58425893,7430633258036
8296636770734,5175130296274,08183804,94552881,3939782130179
3768018295227,4193512564774,04904106,46587107,9442007006813
5002143564314,6479881460236,20534820,98822515,0705933590023
8726411970535,4705362858349,41420263,53739827,5587935237404
0010219140756,6237651367983,55317146,96521106,0629644748194
6276110982572,6202756326555,02655512,99985653,4053889414211
3173172718091,0198085909872,40231402,86484466,1195552004381
1363334179927,0102765767119,01305302,14540608,6961327026552
1694844155508,8019710184674,01672107,10322024,3704770269441
0738632205509,9099818839569,47665958,09554931,1535261837854
0001244640663,6444235686716,49382419,72404157,1774296780210
3284388880882,7477692949864,25225075,04594819,9799474074877
2453827993792,4615161584670,30124691,51443436,8807728241195
3433027802239,5936878086639,46421036,65215654,2187409892769
5267084689056,6712907851862,04463856,73585893,4913804760253
1622217329256,0746286975129,74745968,25447446,3057084188381
1559111752524,8150234604535,98831005,15365194,4528415780936
2629651888096,5432446793270,14113789,19510828,5425120073850
5053488953028,5572534300871,42748243,88079295,6686914015886
9418376078386,2100125608490,71137476,07450136,7849795893854
2437372681625,2130957934320,79378994,09298828,0600550250988
6531910701472,0580682115839,91874412,64567129,2536005785713
8802868102160,6685173139289,47386099,31431941,5441094381173
9311615324261,3321663554356,51901882,38273032,6701159151516
0289591587453,8611823118760,19671550,30498969,7480991448761
8366316165027,5490670855379,48232296,04214052,3350023751005
5423947126469,2934680239987,73317159,05887446,4421496390073
2972237467759,0094290633406,27383322,00113427,5973930708962
8353431879380,7481989802237,76578694,65076163,5384179841318
0340385032921,4046785670553,13321376,36600199,3702862212542
6339035868649,1652717921261,40128511,07682636,5734136917134
1945613054332,4489213158368,22700506,79718486,7252353318773
9288091880539,4841785591323,66817871,50805235,7126058755945
4531889872182,2726736976133,60320568,70969146,3475567389832
2647494464598,4909509566689,67459711,39284150,6382484670790
7755157473568,9685374486196,42165088,80940500,8981168114858
7332250582658,4768350834091,01261004,44746278,1505680015683
4361521255604,3040298723745,82824242,52729201,5836538760971
3429452788873,7936451960095,74977000,05291465,3825902065813
1664068706237,4256060923599,91118394,84746016,3107187107991
9443573779767,9314808259678,21802683,83477669,9257231138632
1700800013246,9145526476920,61207141,16729018,6525425921920
1630674204023,9597069406986,85835696,07900617,7437713886219
0973785080287,2910671664426,23327429,66283294,3659247262350
1039776063901,3489401118687,90531293,90185984,5941988190015
7203730175663,5947007764342,83143892,00218412,1616842958448
5891158918003,3175741586629,84302748,05260270,5020938141304
8003093252266,8420081054747,38640346,36315543,6584523894628
2599799172787,2647196117631,52410178,30130920,4116356045360
7761300096546,8836798605217,17672313,93663601,9559791940169
3083673223157,0822178708188,23832657,34091425,2000449069864
1420210356602,5145598370540,83743801,25551501,0956635376648
2557814596543,7022569853548,83619335,87209211,8436168760098
2345948636927,0421377658357,33635217,68655198,2316468630672
1108617654322,8056020287688,98171415,66763536,7212049927856
7745373065296,9599086099370,29691906,16813267,9057681080204
8554066425182,3965090705679,25617146,07552786,7296009028340
1182825684845,6284133912551,89506677,31842570,7154859620094
5741163196340,6044108889635,72180181,61475564,8273013996666
4704289780351,1746432615106,62360463,98206537,0450031293481
0062801841480,0720028320712,72762639,85787926,9045055710314
1736586676948,9581856061410,76427329,24124089,2563050983535
1725071953084,1840904378985,51198503,73273363,9830151119365
0206635555797,2713447668440,26129396,59844044,2235980264540
2262627934160,0043107267914,45985966,40691282,3479726254535
2290484815261,7429600949909,06240219,37132071,3044465297558
4418796648089,1560506659076,19223384,85641969,0334527654812
2263351967165,6720814528104,09365339,88071718,9885238057573
1589241895211,7866544763725,91204424,09861732,4834606886821
0718496874097,6617554601429,32566376,61547919,1175398373278
5255247532073,4231884986036,32546965,86502870,1212443929490
6844125524461,4251553247688,90167379,74484294,3308134707534
0761475077668,8738335919415,16363373,10493939,0265862240340
0475872528400,8517603447856,66930891,10931585,8844460256285
5647227561713,0200639363655,35480228,70172164,3029624359469
6939886007237,4702399696982,28900917,01012576,4383839071028
8518677433110,1055431219759,16620889,13563851,6482537759332
6248269598416,1334618391038,06532420,11901792,5674154646848
7088301724897,9794010693864,67312115,98653232,9612726500156
8365693697091,7015270341763,94833133,83199820,4815319922181
8453567471745,5596701937813,61812727,43622733,4975441997409
1613699904284,5803797446335,90786150,51028381,9598585067453
4078445092993,1053497727713,51441265,18527841,8827064258862
7378196297379,0078267028907,72478851,97258438,0629290704452
9732813492826,2826766966750,51106690,54483484,6330318815312
9117226145314,4055048397021,20226343,19207087,8244859237169
9080217537521,6117349101559,19604855,01012347,4588790391127
1631987818822,0614351507974,07722066,55016377,6502632265498
0340848159127,9340592707415,80738572,31367769,5543989971299
7966282767013,8846560176975,62483308,26069586,2621677315341
7506531429462,3658775187104,54780132,36763436,3657686562765
1252055065841,5022438006985,97895213,52810992,2787772144993
8998465120321,2265249234687,52581502,23157491,1603660640273
8055509916408,6778827442672,06338466,11829768,3140315118674
9355246746696,6982699706491,76266065,21310805,5978536806098
1294352414298,8396722522558,74812448,59243557,4551301490480
1744274367368,1607526477775,60382047,25666601,6396954696463
6898023506579,4248993568299,74701667,69068768,8244940626902
6745308057250,7559434901429,70262414,79094122,9873941123784
3894696051074,3981110002054,07170430,41267240,9888961626214
2915009577874,6323558969976,88998114,62818896,7401723646941
1210732382100,4598753107351,29196739,70406863,5827567368443
2944512252787,4682939744062,81417957,62672344,3339238757286
8711445017448,2817103477145,41690925,83234996,9911662802813
6211699443908,3388127294814,68994525,19337708,3070809144172
2313258384913,6147072342097,07589720,07379826,9924781576190
3784281466065,1539189169431,23899759,94452877,2184208409990
9487656265259,1365341897207,10623558,81729272,9056462387860
4637154745592,9226224561221,47777453,61785267,1892692232666
2577948691341,9900385674944,92848146,93735278,0663268093261
8272441047087,0180771062237,27779736,87273472,2110993190713
5346966498570,8164624281756,54831254,52268687,6825694115755
1789598423758,4209075409220,88779508,39636584,9832412457544
6934200403191,3445050582194,45337284,99134860,2871338467999
7198507100248,6240501653914,32425420,26261652,2148900888316
0639397661442,9602527606973,93016278,25227819,6964530013272
4284721374695,9406403304027,60089694,92011014,8097105001010
0474721996100,5642434246910,65977583,66044437,3613420792850
6246266072847,1064383726383,96765616,93066730,7451533116523
9171032521960,2168087495299,72920886,93818889,8244943437017
3138171534547,5161269792831,39866455,21960949,8194723623478
6518992544982,1188601971543,24442640,87563603,9394497769726
1200242552803,8709664056775,31472814,85784208,1070358652168
0746111262110,1970925509089,30403581,97618966,8233700922408
0265299043873,1261147285180,21418921,20921484,0761497266668
5734202292028,2676134991460,21975639,28357834,6162544142463
2614855968019,0075231384212,68052423,91512796,3853509381883
1637476494461,6167782451131,76689154,96422793,6371038920641
4303596486279,7620417122206,60607065,24562584,9290285720422
5607059571625,4082096989083,70962796,06968267,2867132942954
3337364971286,9125055539532,87603101,00487603,4254221160999
4401283261045,7738412031819,01690385,67119950,9213783449343
3030608280433,3413677209091,11173083,41233078,0977422266249
2959901247138,6731492976767,35407546,81426492,9320845760657
0382449040923,4618583473836,93341196,03472927,3394610875408
3383162360555,6051942311949,83472534,01044997,4089705295849
0220897286251,7981162798185,78091184,48688994,0474869677145
8956001181601,1019150590681,21456909,64050249,1081495406453
8871741789972,1347654049467,83480416,44693459,1975838016013
6694944996914,0916331902268,38034183,37402846,7072755409981
9346470326938,1735265807819,21659218,42139102,7160198007977
2604136534705,1897770839287,56569308,19708751,6162357016500
8518384558892,8989676243961,43730506,82269647,1633156898536
6665475566549,7965594694178,92388147,05597994,1359120501737
5143973110569,9558457817845,91207708,17350259,6625110073290
7418910758622,2244184359761,84229007,74326686,6310465865040
8221490614757,5691627192008,46911940,46288172,1848046116045
1942518917656,4540120149150,85001534,58909645,4300957272144
0480977304224,1615404505847,02253091,44948382,2100498442059
9243483351417,6458899415919,06337261,35965039,8660446868583
2603444002722,2502530058561,26592985,19745930,2852559215385
2564801954927,6246059031563,83331220,04480501,9996903624232
0880268883108,9880343193277,79948821,68387693,5701940264891
2307067751677,0628489499247,02635224,82748890,8595057441675
1718231700178,9717328586888,52243011,14358357,0011146471111
4389794745226,6766226610709,42643388,45358098,1474552972075
0398175453234,1806938250635,84424280,25214116,2004534921129
6650883323945,2511764968881,71428765,98560639,0115367498596
8315696657622,3347585018868,39402363,05048755,0376050185234
8845435397019,2133439565227,08944146,73954576,7252973295430
7382068723460,7259832042303,37224455,73863205,9322290243952
0539905725966,0962832836595,66033301,51378202,0590921725514
1867900532067,6175339810775,95099422,76025716,1725238243379
7710967124130,4831092851784,14338045,63464764,5428583790326
7286263345161,5881629372410,74114146,55572606,3333640510118
8761507877282,8831370520896,05405374,03843291,0380881012386
8068291934963,0293149018689,69488122,53117014,8454849751807
9909405386560,2311358966428,51464554,96311134,7578285407423
3080262782040,4688109089117,18898941,14229862,9532202861093
0945983560601,5630342661727,50713837,46042705,5411771916400
2195247341219,9268156298745,41389867,56120059,0014133289805
9336876264613,2019824532183,75617080,68384982,4082569702003
6296643996709,8796250160398,91014610,11811527,6110716604301
4140864059984,8032621135993,07148101,02824130,7375555089354
1499765137820,2834407189833,47469624,43915095,1378396069420
2842729711076,5060285273242,26173573,48930055,6994751113185
4453242814410,0264537426560,40482521,72426791,7904523768122
9155240216634,9870735716443,44312190,61937581,1681381120069
8517634099901,7290009352344,61963252,67712373,8998198477846
8204633570967,1668419868599,65868768,02549484,8062775207390
3406489833585,0024556877701,59765912,64408101,8475857980683
5220770647013,0112181950903,64331386,92892415,9407935575114
5733535226212,6855298486067,40569512,87104806,1694732914408
5855234078364,8151645246178,08594822,91366979,8843521790614
6592657847052,4740490386005,29737598,24556200,0462906183995
6255921023568,9354631422702,22174925,68478940,4612690637129
7835886877926,1609040072559,50378982,83888809,1542357389890
9197959484577,9528625252174,75780227,66876090,4762172568301
9232545535476,6545220372307,93219068,47589841,7914612391827
3175038431816,5004385447417,49624236,71889825,0718170411730
9409725379568,4029787781366,91918567,94243543,1734165002812
4350819246035,3703294288754,56914764,59220985,0904203090212
5316138678697,2275165618140,88844190,09024311,7571414671665
7719920514698,8175522162450,88030500,07111273,6348718777758
6435485162594,1172355985796,58747926,17187268,0315259578072
6965452618002,3230898319824,72194294,65567760,7847834316005
7686202473762,4077418722660,26591407,41656747,2033701873572
0266164803479,0755039092310,66599739,09689664,1549141316278
7947142779063,3227517624209,91915078,96205532,4593441897705
0356604286877,1322704752719,18096385,48235723,0343135723490
5486279707157,7080817829202,18856248,94366181,2069173658744
6066398579959,6450417772818,16212558,05427161,8232023344522
9440818284741,0555755458625,38744280,63758450,2583006832649
1484710134719,7105426535693,10948163,14931222,7900836564925
3229062342164,5806027991650,21792694,62724708,9010152874887
5239078926621,1640377000143,00919470,18901986,1721649258902
9533753226225,7202907053759,46915177,19244228,8388528042699
3472331287097,5846279882832,85782389,96206164,3309173735113
5987744670988,4999101277885,34212868,64985169,5424866657140
8499368500123,5394241629751,81892983,87413809,8194488940346
1457572372704,6484920634974,04997672,80554721,9307146444318
2437278913752,9503142651983,38823978,16704022,2544142793713
5792058210832,7405053704890,19524214,69780165,1883290683233
0268637261656,3848973543479,68013288,92356559,6021342756794
4950823942222,9949295085204,82944551,46013637,0641650384876
2953586204981,4432586191401,84806024,94365740,8694867564618
6248663648199,5880762774150,12496891,17234481,4196843889899
6593462004234,4790183182063,68832827,23244290,3879451439366
4497093179533,0225304098106,70808209,99112257,6280052203787
2751686441394,7513536953762,97628781,90613258,3478045763414
0610956877207,0961913922608,00858625,25681604,3227306820751
1588077648565,5468036029009,29157440,24958127,1186392222851
9897885611671,1651326699981,32286809,62055239,1167105708602
0236587576397,9661527884675,48789011,28278962,9767450929749
7342102876675,8011494275449,42657637,62140737,7703436998493
4768267526218,6980211059926,00366724,57500881,2571134651058
8737699869558,3100137097106,92213203,53280060,2149665912070
7823290951325,1017142537218,21476808,49335095,8394894980855
3777428087995,2610034992943,15801067,19414386,7046758526914
0144915469726,7869002981174,22775108,61576650,7478514911168
7959352105600,5735891526517,51565572,46657312,1234622330309
7532323445976,7606002650439,27515877,94692471,8213866888251
6086802956787,2393444649910,22871381,64136493,5515189351799
8631344591231,5568628061384,22488343,75513788,3028897124347
0044473512974,7496104272420,59292456,00252027,1074735930566
6255279115441,3036281005066,77027184,52902055,0818336866838
8799962492542,0518604648035,01665307,56102987,8506705848104
4588841149301,3590439477766,19666617,62456982,3940734829805
0417857126911,6058703922215,02663371,54457782,8721591516450
3709906923655,8943583084161,18528251,49202816,5704569457965
4820905980513,2305001957369,38484063,57773551,0063739321389
6017084893286,6851027680447,46481160,92150331,5080787315233
9234140244531,6566138414781,99832964,41016152,2555553212229
1417733134268,9495371863902,13517489,10818985,2881338783548
7664170735174,2106162881629,88998640,46017185,2498106518907
2305467501144,2224095954330,51866488,15828712,6064885905649
5208670678023,3286937502702,42859581,36637713,5150364733542
1454766286656,2131318613304,81805686,57078878,9770870700638
9556923151189,5799427229099,72777756,15550293,7527301726475
