BidID,Cost,ReceivedByEmployeeID
9180453268415,23230,84011831
9875367531921,50472,79078559
3655324494287,45548,94619546
1551616445635,85985,07195259
3555310780830,30451,74262809
5995550531737,73048,73528210
2639715206834,33007,35616672
5027910968171,54388,30052277
4574065891720,83561,44965242
9079407742548,58837,01370881
1743657795958,66010,44935559
6937339364098,51292,43561261
3619879060977,78263,28557890
0524047376862,61206,04001775
2110156284037,82933,12559572
6455064587662,72926,83538650
8382156693490,18259,00690829
3723316925122,28499,47978874
6082525660437,79159,52699498
7438171252769,45462,36105441
7515015092177,23239,57958354
6260479660950,46447,67464661
2779932333729,79137,75881115
6993742289533,80735,57899817
8721648637848,89237,95806761
4201009536538,43133,17869423
1814471737247,79476,19844084
3657631594704,17490,85036253
0086634215034,69220,28921325
5324157483123,60547,67087747
1427261852046,74906,73469636
8197508746904,17778,66643494
1528061174953,47133,42995258
1437789608551,44668,71629278
4143785609504,72365,38861482
5596556468890,41035,98199488
0216149020018,72950,07438929
3278213406507,74270,17759526
4922776415771,72100,20705183
4591023633345,94223,92718555
8834822166635,47232,82415587
4642426094032,73452,83437328
8906106110280,19300,32894653
4724538542332,10615,54464421
9743534983944,43557,78183216
5464308851606,75716,62830423
5553631426398,59060,90834745
8634057721087,98673,94120141
4843220044302,56227,97984207
0149876076884,41307,22515230
9111302890600,30639,59367109
0049584941286,20053,76150371
0823690737847,64864,62357470
7584391516119,98737,80419013
1116242906655,94302,80796459
9852795982198,77431,51521806
2069684192034,27406,97303558
1573429487718,73704,10493878
6792892789746,61117,52166464
7365685256979,85230,29484812
5408983207662,28625,13538781
3524312831482,83544,76006920
3359340219052,70179,43333745
3349557543156,51457,68964528
0695160464863,12912,33287003
7897423494065,55566,21407666
5234378538055,13095,56857924
5140522926060,78645,76721939
8268911675829,70109,02230689
8106994048300,93271,37431273
0457886270926,55931,78042087
9452057504276,69447,26586311
2146648749067,31194,34500439
1445183804202,74959,41289648
9736520115474,29490,02099200
2213601759774,37612,59157663
3800436201647,43832,24738491
2664798380140,84572,33899626
6894082208577,49454,76935541
1842438020521,87943,89858233
1220269233349,90486,24394086
1815811860328,24865,82840709
9622017223954,21787,24482073
4312652424162,20900,12379439
2150361446578,67094,79651158
1188921920757,58834,27357699
7860406246685,68929,27718445
5040126330792,59474,08065063
3289305723471,38703,04423270
1149137926452,29159,00980579
0870173432140,98974,98240227
4267062540202,73245,70774412
4192299248068,74445,61377424
4788827065773,73422,31096201
0877778244949,27496,63283648
8950700699238,37143,65770375
7984122438954,87398,10639375
0927937710454,46340,87768237
3847993562460,66139,78011991
1488378784903,69626,01112092
5572255453191,15873,61605886
6009694047579,93803,27968086
6295918218867,68034,62146937
7187240865514,48015,00341783
2115572525245,13213,06994112
0214561225387,91200,18930023
7186530202633,14442,74563616
8238913582678,46192,84054357
2382817263525,66209,37006136
1241636930661,73941,44838232
0390752756790,49493,82130695
9116956794441,95972,35502395
9491454212131,66476,47147997
7719758056582,13839,62732079
9079851181597,21289,81580590
0572430352870,20710,67221226
8237753524602,47643,70302271
7126366390739,20237,85110823
9232707679352,67850,73659815
9507750441059,34040,08265197
5158258664156,88883,87500264
1072024102212,77248,19768656
0468468280592,36574,52625978
8410654407933,72251,75083083
3855102579339,47238,65418987
2628745660426,89665,93147002
7268869482372,30010,50727773
8159982975010,69545,36216680
2400675749415,80791,03632352
4249883105556,68576,75314903
5268659996111,29713,21791123
3053244693849,74271,60174406
7738488798203,41486,68277512
4826646237220,15573,42371960
6456713739739,34526,06632175
7911821793817,84862,02766881
6019558319872,91933,31039857
7674934632205,87394,17280358
9334258745224,56918,61122536
0843652627719,37041,87929126
6101616491924,86483,14269226
8453270508431,83627,50122011
6413110680965,54198,18221473
8065947080722,28888,13536718
6294603438559,90860,48779753
6970842130842,66607,43763047
9361619430000,28290,36369898
3265716605315,38787,66135388
1051855454615,39246,17376921
2256065750345,35469,56471649
0631410632095,98868,28624370
3339342170452,67995,75966843
0124956740596,56708,54900271
9246852282381,40406,67611126
2404891335292,58693,81419432
8151648800995,44310,79827867
4847445000709,85891,14745126
6768581834776,50060,68667399
9838182747595,73777,40004792
9238080794316,58730,26834092
5394872477295,90722,95125107
7266727074844,20310,36273058
9668406444296,62779,02481357
0263492021452,52552,70713442
3272538206668,17022,14301155
4389186227804,50549,73069584
5806178057571,11101,64451008
4771506883652,14036,41880524
6708872436302,11927,74969760
5360934645889,14868,93415743
3140101214214,79611,87018011
8136832202588,37933,47685871
0618029502698,35761,64500317
4267477000728,35417,51864125
2994676402368,16337,35583479
0934302213809,22266,33338460
4389241358443,36035,58573624
5329069332583,20911,94070095
1249858831704,23699,82039295
2489835890303,15717,75061456
7820030374598,11427,89489543
4368076270403,49048,89390481
5008435473883,54277,36209934
6583957089143,59497,93206242
3070670976971,89931,98809462
1540857514408,26247,49745733
4327912086165,73427,79327824
8768777700753,15100,13920845
7596195575650,90500,93221566
5332768631086,33597,65911761
3336387405068,26864,81254989
7053622191598,93652,58929247
6547778487960,39873,08452122
0950658969641,34860,37588502
6735719872283,62961,27394175
1308923790190,82582,42476658
4878847221515,55925,11110613
2749020699228,33354,21408588
9342328927371,14314,82345624
9515371092406,31912,55270557
0675835101231,49651,15519627
7578784324450,16321,81519125
1887033771003,34266,20840259
5996158565797,45847,57607887
9570730724336,63901,18812558
4811066355647,40687,22350527
6032461732569,99760,58567005
7768880647038,18091,99943301
7448490006998,46159,20694364
6216483555218,44327,01829112
2082738181631,90700,99939847
6781364513019,54559,17141499
8702405234197,23720,51867065
7464713789400,17276,94001570
7539398640190,98407,83802003
9824411070312,60827,70196467
6820521827504,70593,87100594
9657398365313,12790,64814346
7363776228003,52658,84970534
5346498701308,82564,19654119
6708302747473,21883,47154414
4745798558789,54839,53115843
3265157792155,19661,82811013
5649237721903,71045,70101799
7877274940287,38928,93051613
0351689744335,75921,92860247
5996761511549,63619,28630869
1420602986028,71635,42616085
5481549396505,14514,39682352
2150102592915,38052,78810006
1085567291770,76945,81031993
3590700833970,61717,75992033
5039735997489,12467,14137617
8003482232251,93410,66631897
3482930328152,77585,09043046
3902904411357,47348,40848709
6561001937084,32996,05955701
8798568575413,83627,51550219
7363700961488,98006,89500859
1219425862448,67319,69777769
1163870298768,80901,82130329
1760800362393,16894,05049691
2919997854030,72623,61664234
6653895804235,89881,01714104
3786471970796,82274,72873755
3392225303415,82389,87973341
3309836208626,90311,03260784
0508038448745,13768,23678903
8303039237068,73799,22105653
1147993334459,40673,69139925
8546122614067,12557,78046801
1513824683155,21216,82608286
3514930074354,79509,72281994
7022851886599,82230,19773681
9578746678353,78789,86111270
9677639274808,87664,54128453
9935032037551,66284,38066191
2643589344295,27066,14830457
8979039799815,86379,11680123
2245294663793,50818,63334890
0206637059668,60415,63832129
3854964182954,39280,72674697
4425146977171,25343,85104747
7036743873437,58090,80350620
8233417428590,17874,20083533
3477950597770,40699,51275389
8973296396480,47307,42221623
8881360528456,41712,45979668
8227857308512,78936,78522053
0373639334908,25529,99254957
9172044368611,48230,27011072
1546275370343,88473,58383278
6822571092956,10413,45022098
7638202331078,65674,80541646
3907693589089,75798,72731307
6223767299652,98669,85430716
2522007329550,84130,53215086
3371144326248,71150,56009842
8787448303901,11642,82415495
2128143256882,97636,31630771
6995588165408,27154,58526125
7798878121141,46834,86150064
6656856080730,47008,75957889
7533079406921,10714,57802312
1632747003892,75549,64423067
2376743527745,68056,64531663
0191910341625,46521,18178128
3744089204986,34883,74975037
2234485065089,41543,71700885
4646758418122,89606,60992277
2974165470399,29709,20347567
6089651383223,51926,50569441
4853254911853,48489,04721901
6489161637555,61734,88264059
5969136575057,35972,16829756
3200481483515,45021,31853583
3710181571233,87562,54909274
4300626656299,86225,76843471
9511457449485,38341,01346084
8877415298443,10242,89612101
4312103469353,86971,55094757
3698225111273,84302,80683810
9225276558050,77764,08284518
3390641569606,39191,37905248
2400875008800,68301,66785231
3829509424400,41917,41405314
8627140004143,63466,67769513
9462267128445,63754,38770654
7716706705271,99505,03015803
6585122162996,87873,75677138
7673654998691,89468,41806623
9825441371714,77203,94007336
3307163140305,16249,10449622
0315305033135,97819,31855235
9435296222989,29274,38972263
6138849298563,36314,19518978
7791894337329,78749,57071091
9412131380967,73259,26638027
2209656652566,14498,52338236
1797742187845,87529,19869216
5429708217421,34778,75100032
1248435920176,67377,26088525
4036348860279,23893,05496785
8275668232960,94700,64960265
4855355924411,74796,82168186
4084271994592,51324,33900018
7062785597512,24611,50097883
0564759431404,78602,77729446
8286711274653,56253,11741206
8660023852677,78620,93532266
2964475411687,60212,25370492
7673165238798,79801,49369816
8372405099258,96952,13901578
7953350636913,75037,88238982
1997128325292,65037,53424754
7205003162080,82594,59304548
3939301036050,80404,54335189
2471880353971,81871,14748394
2877134056818,40261,56092370
8367745426215,44747,61935037
7621627393516,86737,34133156
0902602062267,14140,72768464
3339369036663,57928,01342963
1734378451124,52771,13498801
1341669686051,34274,33653235
9731264228923,64075,08502391
4280582252158,48451,25637564
6033080186368,23657,58027820
1067011064949,94356,25171006
2027314937486,67374,54030800
4664043565474,46959,80679820
0569241640685,71792,76678042
6001220721045,82730,90134883
1501202029916,79511,87585940
3539545030953,25849,73097792
0868942068607,34267,42895961
5939107051972,22635,80942535
7891107503357,86886,60194961
5767767052820,80549,48643108
8500960315326,86203,96923276
1787856438575,79308,04288985
2594447009705,80497,65248546
4664658038301,99247,63509427
8123919470343,91319,44187996
2812893009408,32777,52908439
0793933393713,30578,65570197
4118610743999,13763,28515043
1337238621813,45231,63223118
7504313927649,10341,84156792
5756676458106,63819,31594677
8784445995580,75970,10131473
5594439462553,38515,23024885
1778259121577,92923,49603057
3562303577650,25598,02026138
2007658175386,65408,43539703
2616604985490,17591,26878751
1948396556512,85642,12048380
3278141811268,85003,25929225
4899360414864,65830,85949072
2577300816986,28315,80692720
4932853782535,25375,28192879
0398546273010,42216,53734624
4046017646011,40386,20658991
7049100997066,56655,81526918
4711798944006,31130,54350380
2476132098112,92532,20562090
3786081616312,28499,42296706
4715143243783,22719,33661414
2873617153678,19786,30408173
8310744855944,50253,40317236
0601542778619,56194,25066845
2291944711697,10565,27330920
1735265195589,77281,21627637
0052343857384,28650,84064974
4124649395900,61647,70603781
4920549745827,52869,34218563
5833198775918,81627,80511960
1621745254733,92529,79467735
5483844511225,29782,76883484
9926284171476,89875,36229277
5967400254783,61018,78384675
4627773236946,28692,79195706
8104422756995,64711,74031863
5480837309265,49396,95327556
5995677943130,92960,35890782
2002439411059,31042,89507667
1149405223719,32164,89594353
6130071519942,87709,67703517
4368958431328,13583,60981448
3884103819779,62874,66498094
1183113327369,44525,78529922
2002166787441,59934,04836070
5409845703841,31010,14325601
2866703637480,80373,81707218
6721751910816,30444,32919530
9441594913832,33727,96988220
3821508387823,95158,05202959
2777309305768,87031,87460018
1218935279050,58013,98636389
5251556032150,70863,54985551
0125514719290,74054,00772082
6049927695986,72848,50199891
8587935727247,74321,29682294
3338565738470,69829,27162996
1473799938752,42318,26161631
5855245327444,50229,42179511
0484772173481,45121,44018061
3824819975833,56677,69405150
2149429259014,33347,48029094
6141893187776,32020,25400205
4911627317760,69837,97009689
2733507382222,46630,08999375
3143323098372,26231,25281484
3560438100705,72804,61557642
7235129397349,97672,26500447
7193321946072,88737,42277880
5865641954106,48498,64539904
4389040001304,10752,59847823
0762663623643,35907,63658255
8303869534580,76160,46299390
7334782805823,35462,75860684
8594731141412,70327,15233707
0060318265584,12532,59605935
9746809455122,72808,51088002
6223013750203,69586,10964804
6883067831893,60179,96021866
8224167633792,22994,96421758
5239806459803,34093,86092968
5254060573799,43024,73913085
5078472590317,41289,49184822
6107637421810,90701,27666814
9538009994453,37771,73435600
1037111138673,64768,66366669
1026247249599,23612,62183499
6249752022753,77789,10670828
6988560906953,10328,21509698
9552567941988,89942,63184952
7659122469672,25858,55805216
8057505121831,66975,21486081
9505687731380,33764,85979277
9686852951649,59517,86253642
9997940216015,45829,20809034
6968867871369,95965,94362381
9898772135249,79714,59278122
4013531905559,84467,88510484
2559774609363,54803,05795000
7014463162963,83507,82412081
4622888784849,64810,83890000
6426798828543,25948,59719113
4801867834809,88702,82542498
0869796628955,85339,17777568
1544506845295,87389,39320957
4982976926385,32937,50595259
1645357392409,82512,91069573
8691782467963,92649,27777343
7817596571875,17351,50660377
4296494006093,67599,44689452
2247132254606,33133,35711308
8978326272321,25931,39551344
5150069915830,88928,80419310
3418362573303,24986,91916877
4203759114592,46032,01246124
6543418565296,52831,53553416
7130715669766,16089,63807950
3614212583472,57188,99900151
9406417134863,23096,11182603
6553003329851,92571,34175705
4536739276493,85197,41319734
1102957844245,37643,59566601
0961889438608,59242,07018879
1877760504975,56010,84252531
2088846864596,41981,35932154
8266790846392,46727,71938455
2036764728261,49400,00802673
3650351847006,11935,68548445
5867847845905,55937,76699276
4755595522692,93334,65794807
6519434514341,47640,70183078
7223543273127,74062,46596017
6976684696577,36164,73123699
1314072103538,58087,17354622
3386112602194,86956,76406065
5491780876025,36689,11890980
6979433584569,36928,62297158
7625359951310,63380,31231855
8119079939554,67075,23925311
3987754168101,16433,26652610
5465345452979,64733,79344999
7406584728744,10742,10257425
4912952776789,84226,63310085
8040146381702,77766,88702544
2120212286486,59109,45245770
8492711861285,18402,46929358
9520287999893,75158,11917106
4577319008752,58083,39860408
8493070962668,71194,57754512
9209475082059,43287,15245847
2274390144165,89516,57131887
4288478544783,55610,77608123
2005893594931,17774,61137912
3097809176835,19853,94947953
0348239183782,91439,09020351
8859107282442,31867,63463842
8392987178578,33500,43016075
7451809853084,14609,17520676
5663073220666,35785,11554738
9835848079526,69802,44649807
8768964122771,91992,26486918
1046213218268,92384,34462881
0414665896173,52812,02841540
7205202446660,59184,17508537
1589723178801,97517,91772497
5595542230091,27894,67025022
0588403248019,59960,47534773
9129722949815,65576,19705125
7593904844946,32673,08114358
5861708535585,77241,38201035
4018793265229,39091,24571975
7728161036890,88075,75693961
8552901192794,78467,16003569
0629180968360,68751,05948673
4148093745814,25022,85061064
7233802102167,74808,37789985
3971661219971,16270,12799770
0483152827150,84195,18387940
6105888774563,75877,30685758
4254743639133,75253,19619095
7400460058994,85083,07237850
8145487038534,55622,95802848
3584068721949,91052,05510610
8737907891678,81956,19126876
6201931213369,86282,08291912
0466616715491,73500,34809945
3338042054321,19362,77898715
0570677770518,66601,12717446
6378755654071,48846,38172151
1449217718046,68113,15978776
9816686770646,26257,93703437
1479898185592,70156,64536057
3041111040193,11996,11583851
1631030408239,15364,56245196
6807291643831,98371,57957241
2008680194574,72224,31881357
6771216629913,33901,89086667
8012611021673,96224,96632239
5587190645778,17616,06689728
8978944875270,48868,95226897
5582782988141,67224,63464030
3891847307196,95039,56310306
0430291702855,73281,99430443
9109401184379,45199,30785106
2293755624616,40183,39528759
1520076796274,66473,62091862
8528453615562,55843,06369750
3265467020542,60120,03012703
4846685658602,94007,21101281
3453641327581,83031,28275763
5461184514113,35815,48649056
0448148113495,80333,05692330
5108728601709,51199,19654935
5114528218672,27587,42430063
8903693711449,89345,89026229
6552602693288,34425,43966424
0831400648772,62673,07152016
1077773925402,11317,92537910
1122700846944,68454,31344883
3138371025760,63219,39018557
2233318196549,75615,60202321
6358274989076,62911,99234287
6951839490255,55222,17266956
2810053217731,51762,01477955
1071888668247,52300,27000786
6032295154537,18573,54612914
7798342545916,22474,06545185
5781105529942,51417,28326410
5894709698522,73423,19170855
2359096683603,36051,22967664
9400794746169,46683,69236730
9398017102659,92668,48664868
5955478778072,65330,90848391
1872199316588,66459,57041490
7468685771500,13866,85746763
7142176169242,73614,70645538
8891954081045,94637,61011823
0562194711945,77151,56163292
4524088191833,22286,68114008
5454225159114,57978,00704205
6619496531567,17959,57575377
1314006947375,23918,20331719
7229962464832,35702,73669418
3480797159216,98592,12718405
6961988321331,12307,57687360
6384839998030,17266,96479131
5218947615675,67671,06851378
3715491094328,54607,10859698
4613402327314,70761,48492461
5583408127920,54014,06317096
1941934516979,88616,26941448
9059888396577,64359,31635219
2296091822630,24235,81403554
3177794413211,50386,04026990
6406039489320,93830,88563480
3494044823485,29198,41624074
9524941655750,49735,52857058
3433678686400,62327,88718712
6766458915726,69366,92214699
8037806839895,99054,72810477
7235129292620,10936,35401636
2691326253133,53089,15567123
4158397300107,34424,68150983
6559694879521,81445,74483914
1815328474292,16079,27354476
4527384721094,10973,24628044
0332880482646,98466,34339848
8463094468293,91049,73519669
6742963980749,14560,90527098
1435272033934,34734,23844544
0674297424568,72864,17004428
5860767262616,76145,42531319
9960121707220,57236,67085255
7547454552950,76391,56964349
2740590489042,15667,68066550
9705461815866,41763,82794514
4250050591423,61320,69250354
6930655106465,40370,08605337
3751117266557,31770,81453559
9370268684993,67688,22944627
4694536201732,43927,77081438
6236064900749,89970,80835547
6713489787884,44266,61575806
9035741961571,21962,30519749
4955464934995,80624,28520627
3139175823583,38009,75170950
4983204732594,71920,28140214
9689864061443,83075,49025514
1802539470922,76898,39836175
5198124937274,58267,71372594
9389373665322,67877,54444331
7779902081853,66095,64959962
1290497742777,92772,39139467
4519355068123,99801,53659941
9497756513594,69803,49886313
6604875952637,70798,94815108
2185008689629,84664,38873164
1172339054364,88882,71916965
9783097586381,19576,70077384
5809513404023,70589,01569377
5131516265029,95481,26634098
1193964681947,36344,27856086
3561764389277,55963,21134951
1990635361715,18997,80357162
3815385418121,83945,02198712
6197026463842,40230,09072183
4535966589482,74248,57915654
0555052984032,15393,65209677
0388007415325,47366,91618979
4410122789251,30104,52075773
2731977552961,91518,11357285
0612820986244,89870,10810040
5995027964334,66443,83950964
4789133948620,46449,51052553
5706286772512,10237,82155254
7712272033688,34298,03718179
5178957468114,48054,59848295
8022526246207,65002,40103174
9351629486388,55408,22298959
0144653784945,12731,25138610
8813780992951,40267,47948655
6408165334468,11345,55892179
2792583917186,49098,96574263
0697598479013,45659,40830292
5770782851736,62391,18228137
3648068055234,42101,43020034
3491539036597,33592,28651918
6948874546467,53033,00402958
3264529146831,17146,97961161
3137144699719,22423,59297291
6954435172853,64373,18821550
8988254590015,90422,76618482
7566999015911,52575,71841069
5722323389444,79449,04328544
2439954040158,61310,57635910
6179501340572,83850,00684330
3794156117121,32879,81840687
8405409061669,26476,79033725
1405788791871,84637,40972534
0515139178709,57653,83120176
0571938262308,75731,60953711
9930634817105,73097,00418119
1499006796465,42164,48339629
3512821902656,23225,57508818
1274225396012,19456,05756797
6632883283238,31024,98911110
4949179512593,50421,41702673
9467856077098,78550,82535421
5350287650135,56841,59570158
0317459495555,47895,35063193
5473013768949,39291,11890447
9022965048300,90878,33199733
3556714582990,35310,73603238
7404395873356,81418,10526682
8578913482463,25133,91462961
7547718246540,67143,39154613
6062331229042,58102,46095596
0218223391038,74544,41749593
5083259638922,62997,18909470
7320874774702,48201,74280803
8972297584001,78772,84818737
6241966712932,61725,01246841
1765410754149,58219,00777308
8501721793346,54483,76862946
3688726048925,76705,61808454
8312184149423,61609,30675810
1025763282578,42181,55840248
6097017271534,54124,70918410
5305388748809,68093,19819853
6720508963716,48728,36126231
2613882615514,97948,47421509
7433408020388,46792,03562253
0525092505047,89091,83247668
4024733953538,76360,10210765
5386853547943,53733,70348156
6083632667449,55552,85719392
3484581747047,34393,42951360
7534926797971,68186,19257754
9917579426234,50466,63482720
3033235395655,46989,25381986
7451650372000,49733,22421234
0554828358473,84765,07539084
6897271295310,32403,15699558
2638386013055,44473,15174567
8491083458321,83064,10093252
8912252224757,75361,80731009
5321983570324,84330,66445098
2136624676418,66199,80322818
6133968041939,44995,76459894
3031057478273,96322,62811620
4857382244050,46641,92050143
3894143997245,96547,88348896
1643958522973,57226,26765945
9345648344545,88366,42904168
8514456722079,52659,65539439
4328923232367,99777,17162272
0839740284292,23309,60097002
5400170855830,71821,28327271
0823664009406,55945,57783796
8037842928874,58376,86386760
4730048417541,73774,21575747
1695993116389,19308,95203591
5539644625041,36349,74791149
3561752898910,12874,99533847
6824997896866,53927,75266066
7097027797009,82878,85019966
0433046844640,39128,06916756
9397067776926,24746,67070206
9550945501946,69868,33476278
5108764817867,19927,50767595
3107520204806,38534,80592457
3036959629228,65518,48778794
1644602340622,13465,99965655
2047284261800,16844,39823014
1085420389507,95233,94482447
2938694933756,36984,27222942
0947896033616,24106,06878863
6597935935360,66860,79485500
6180198474839,55032,31981347
0650204227521,95615,43872817
5626161355589,54924,20878610
4147831718820,63753,02677484
5352875868717,24310,21129605
7606309507887,76939,24227995
4831692180222,57517,67197972
2725879707055,75308,69527838
2432883288455,94258,43621156
5079165913352,88023,80109068
0276448273065,87775,05728374
4960427067252,64439,12058006
6480919560712,48454,74021147
5658483593271,61199,15370938
6247537672339,45037,34732632
7877234006688,74136,00427005
5502313200986,23335,39978721
3240313191232,67880,08970282
5928764904615,65842,17125802
0011945590648,36527,84068576
7472734304953,71918,88035246
7560876360255,21295,34342749
9174402351327,31786,21744013
1490974461546,98316,78108660
1373543985813,31489,20225667
2875135831984,10351,74078387
9542622250216,43057,71867786
2749210875562,55287,21653094
7207767916688,90948,48308151
1585228507375,93889,34716267
4231440934136,35214,42463658
2990502762569,52707,38012693
8523982291928,99594,10596609
2022739826230,54674,59891789
3862449412311,26031,76197239
6934403504091,35437,82704476
5555073758730,91191,16219533
5203776772897,70360,34645956
8347850058334,42074,69905773
9627500584086,64596,13803810
4653163857200,56151,29084340
5467246974420,36468,22410139
0412150846924,32520,34876893
8481731666130,85106,53215215
5213298942357,46999,12957064
3496703863443,88887,89079805
2150925744645,59190,91014320
8243171734318,15896,07341526
9915405546507,34457,22711335
3609687253937,74377,87647815
8371962484446,59395,66390664
6505332873383,90418,66950622
7349517854533,41375,92594050
3762457478425,46990,15856654
2721126098358,93315,61948426
8056873832806,75394,54150423
1167524322465,15793,84392084
4741427131880,97708,28548881
8440538007447,22483,09290471
2235302472042,59317,75008024
0915722568922,37753,43518609
9517123308339,34578,72476437
4752070480300,93403,72336038
5047910170732,14876,74107933
9100989381242,61974,67645787
3599318815118,35402,08793171
3329553052135,41290,62016940
3343940525118,63556,00656702
6510622958831,65524,27293621
1926972785938,19479,01562538
0955346086778,91923,17168670
1368345066259,52312,13537760
1333690470297,49348,90233098
6508893105177,42649,03324707
8369607025963,14418,74464333
2605796673261,95652,32589610
2578426624875,58641,85947597
1340801251874,44815,60520524
7359218975888,62912,28568599
1635082689127,41970,45052651
3001076227558,38643,88700847
7507558966824,64185,57628530
0631145072548,66094,35948674
2181301042390,91740,17523776
0836087081591,72409,72098745
2292491426935,58849,76194771
4318573443251,29463,14358388
6921145529871,56857,30373891
7588054075487,48004,11914907
3496591870196,29012,16723962
6557316765498,51784,55528467
0328989532900,88331,31241397
1804503072132,79003,78458369
8633525060475,21634,85335929
7621399752887,75881,14783692
9871153913957,85877,64993188
1922577348011,23298,16732223
2808354635736,70889,90819438
4921075683171,62572,79362696
9964340702783,53954,35853893
0671505821836,64790,08255495
2577605279349,37544,65058688
3426863057727,46296,16312425
0894535724667,22504,42671152
4004025472626,90136,29185788
0081886500914,40295,11506867
1600728070843,39992,96898079
6176371938724,65339,16420250
3482586396147,10969,44354428
1370981355673,84191,03741801
8011925624235,60307,39053190
1562135761786,62719,94952711
6258614330820,19430,84608680
3203149777759,98895,04263449
8263827776226,90200,32575385
5097525151343,84154,58093849
3816926879364,15062,79938228
4752212030356,69168,79488891
1191558652113,89526,95436449
0242513831874,93539,02821108
4616922383143,39540,21272844
7931555088065,46928,05646180
4706186561828,88169,77892478
