ConsultationID,Date-Time
2705487443859,1982-12-06 05:04:47
3498406129130,1998-09-20 08:39:48
9300383172327,2021-11-17 06:13:42
5486676446314,1973-05-26 15:19:18
2526086770517,1992-05-02 12:05:50
2894999520513,1992-07-16 22:44:22
5595010412158,2015-05-20 09:19:10
5345408443291,1988-11-13 07:23:11
4683930472251,1973-05-19 22:27:12
8444161721237,1996-07-11 21:00:31
6861615769744,2002-05-02 08:01:03
0134147766304,2008-12-11 02:05:47
5244802951626,2018-02-26 11:10:13
0570237528313,2021-06-28 21:24:47
7283513779042,1992-10-09 21:41:01
0648669339620,2009-04-30 07:34:00
2546339092562,1982-02-18 02:58:28
0609598214952,1983-05-11 16:02:53
9699400709098,1979-02-12 13:24:37
4447709325151,2004-11-08 12:35:10
8854539261409,1978-06-10 20:07:01
0024336397191,1992-12-11 18:38:52
4033292530555,2001-01-11 06:29:40
6901451748616,2002-01-30 18:38:16
2968552737974,1999-02-13 04:50:08
6614441047612,1978-11-23 18:06:54
2524995629445,2011-06-09 21:19:33
6541438840270,2015-03-05 19:37:34
7021834172209,1990-09-10 13:10:43
3246483195902,2006-01-07 00:49:27
3993405608650,1998-10-23 18:12:11
6708486472741,2005-06-25 14:11:37
0283334917491,2017-12-06 02:42:57
7467859709301,2004-12-18 23:12:35
6062190822903,1982-08-14 09:08:14
9480423029900,2007-03-13 01:32:30
7334398067660,2019-09-27 17:54:00
2197277080267,2012-09-06 12:15:56
1977125434784,1991-11-24 14:04:38
7692136884550,1992-04-28 04:18:23
2289614873196,2005-10-01 10:38:28
1599147447155,1975-09-13 22:20:23
3969491679102,2011-08-28 17:27:51
3730952030134,1990-12-05 07:22:30
0252596031351,2004-03-26 14:14:10
8036132744453,1992-01-07 07:56:35
9545101298068,1980-09-18 23:13:58
9550966828121,2004-10-11 20:53:28
4329208109244,1984-10-06 08:04:27
6473923682655,1975-09-21 10:23:59
2781063476770,2009-07-25 06:06:11
9835984334015,1998-07-07 16:51:54
9259271491098,1973-08-31 20:31:43
6427288684922,1998-12-30 00:15:51
8168400860852,1976-06-25 05:38:06
2322125743593,1994-09-19 16:11:55
4068799944130,1992-10-18 04:01:49
5528167738796,2016-05-23 14:14:08
6064657041780,1993-04-06 06:24:52
7031076325967,2009-12-29 02:15:22
5136029308027,1987-08-17 19:38:53
1047143687438,1989-03-20 05:48:39
7687492708084,1981-06-03 00:09:45
4486435355735,1985-11-08 13:52:38
1006183109133,2014-01-21 19:13:33
3997950882206,1999-02-10 16:11:59
0471597642742,2008-02-28 10:09:21
8940331617978,1973-06-15 18:31:25
5049460614339,1984-12-17 18:15:29
5988658464281,1984-09-24 20:47:16
5266612200237,1974-11-20 13:47:56
9083234841718,2016-09-22 10:19:59
6149466771391,2020-05-17 01:35:08
1569065393131,1987-04-11 03:41:21
9139688409926,1996-08-10 04:34:11
3890893167914,2004-02-14 12:21:50
0480834949476,1984-12-22 07:47:33
2153383515529,2008-01-09 19:35:38
0602233870964,1978-05-15 08:12:45
6658813037665,2003-10-16 05:11:33
4807971410229,2016-01-18 11:54:44
1365060023697,2007-05-08 09:06:08
7031796458877,2009-07-18 20:00:42
5016518457682,2017-06-13 21:44:18
1573999456688,1980-11-13 12:23:35
7346416734386,2017-10-18 21:07:06
2059706936883,2019-06-29 10:07:50
6898669664749,2001-05-14 09:16:43
8981137996256,1986-06-03 08:01:58
2459309095336,1987-07-24 18:32:30
2328757002732,1979-07-26 19:34:09
1606065600750,1998-09-23 19:29:06
4951673417335,2021-03-12 00:16:21
6627559281632,2016-08-15 09:42:00
3717276364534,2000-05-09 03:40:28
1281589527808,2015-04-16 21:54:56
1118590651256,2000-06-25 23:20:33
5007173336818,2006-11-21 20:03:12
5851158233490,2018-07-28 07:57:52
3493557049511,1971-10-29 14:49:57
8856974387201,2016-05-30 20:30:16
6027185806993,1987-08-03 13:21:09
1490655588647,2020-04-25 23:25:11
7641797204184,1988-05-18 21:00:11
5876671609744,2021-05-06 13:48:32
3181742511775,2009-08-03 17:37:51
0993926227159,2011-06-10 22:15:25
2759559722700,1972-03-24 02:11:26
5841267781500,1979-01-07 20:01:20
3059537641740,2014-05-28 08:30:01
9616288261579,1977-04-11 04:10:10
7991836566514,2015-07-13 10:15:04
3276672070581,1980-07-17 13:57:54
0092151813912,1991-10-16 17:42:06
4640525928913,2010-10-31 04:00:27
5763312404939,1986-05-28 16:08:36
6636254898083,1974-11-24 22:22:31
5343651726062,2022-08-18 23:48:54
0844460405780,2012-04-11 21:24:59
9230015607654,1971-05-29 12:07:19
2135342538091,2004-04-08 14:58:21
3652912571368,1996-03-31 03:33:07
0604839121280,2014-09-17 08:26:11
5515807685008,2011-06-30 18:01:37
6232530724789,2010-09-02 10:26:30
2576052358188,2001-07-30 10:09:53
6726740621070,2001-05-01 10:31:55
1581855863792,1975-01-05 18:21:35
9114119554000,2012-07-06 00:16:02
5323555216333,1989-05-28 04:52:41
3378608443893,2018-01-18 01:55:52
9836435451893,1986-03-06 07:14:48
3533152271358,1996-07-03 23:11:44
1830701500764,1989-03-03 16:06:41
1316263029405,1990-02-11 03:15:25
4288635519159,2019-10-29 04:42:08
0347688254364,2001-02-15 20:41:04
3145363699434,1974-06-23 08:41:13
4692153205300,1996-10-04 21:58:09
5562070692738,2001-02-13 23:55:04
9136968448224,2013-02-19 03:22:23
1576238014229,1978-06-09 03:36:18
7471656934798,2009-03-06 21:55:43
5482117193007,1998-12-29 20:07:16
1520182810253,1979-08-11 01:35:19
6456660843671,2012-10-02 22:53:39
4587653075297,2016-10-21 22:59:37
0090259294350,2011-07-03 07:40:40
6677625856776,1990-09-10 04:11:25
7264575573656,1988-11-04 05:36:31
4448162334063,2009-02-04 00:52:34
0341732075615,2012-05-24 02:02:10
6135252082154,1989-01-28 01:08:40
1756770150979,1981-05-07 12:19:00
1879677450963,2009-07-17 01:30:05
7122506628335,1990-10-11 18:26:11
8524383808357,1997-03-08 17:36:15
7422182674139,2005-05-05 20:36:29
7483426771496,1974-06-20 11:09:51
0529426655071,1972-07-06 03:49:42
7880576612622,1974-04-05 21:21:52
6653473004637,2009-03-21 01:34:32
4273871083557,1971-12-20 12:15:10
6918972800587,1998-06-14 04:34:06
2076503700189,1982-04-17 23:55:12
9128338974693,2020-05-14 09:35:59
7903738700187,2004-09-01 22:55:37
0869672494964,2017-08-04 21:36:03
0178810876563,2008-06-10 14:45:54
3638781880077,1983-07-24 13:31:12
7135423679274,1984-02-16 23:57:09
3331462317434,1984-01-17 06:56:07
3682147197774,1976-12-25 23:47:48
8945617116138,1970-11-12 21:26:34
7748690019133,1994-09-29 14:51:27
8449268558922,2022-03-13 22:09:18
6135721851045,1985-02-16 21:01:57
3779991251520,1971-09-20 03:12:49
6134854931105,2008-09-10 00:02:41
2661189220740,1977-09-23 19:44:20
8200131563654,2011-07-22 17:56:31
4141643530960,2000-12-31 14:09:15
5398210946801,1973-05-09 03:49:39
0721448834742,2005-07-18 20:14:06
5807422277998,1973-05-05 20:51:58
4678950359651,1975-10-05 08:16:28
8825452090223,2016-11-24 00:37:47
6462437104203,1984-08-26 04:20:31
8791003017523,2019-04-08 14:53:35
3382850855694,2008-11-07 04:34:11
0343544842898,2001-12-27 22:42:27
7146098044564,1976-05-29 18:31:44
0250243628367,2000-01-13 12:22:05
3306141697688,2004-11-11 16:08:50
7301964227834,2022-01-29 14:14:14
8983224302551,1990-06-23 11:47:39
7394702913212,2022-01-16 23:47:32
3815930456202,2003-11-30 21:21:42
5780202856173,2003-09-02 02:13:25
2686882077781,1972-06-24 11:53:52
7333763921057,2008-08-15 21:56:39
4811515558346,2016-12-04 15:34:26
4151170467028,2010-01-11 03:52:46
3467350472586,1977-02-27 19:44:03
5904533514544,1970-12-13 15:37:04
2218058633318,2013-10-06 07:49:55
2894138347186,2019-07-03 17:09:28
3317293192112,2021-07-15 04:38:53
9964508386992,1979-07-17 06:38:32
9842034082970,1989-12-25 13:26:29
7613469776565,2017-10-15 14:57:09
1819749497182,1979-10-16 07:16:52
2456255394629,2022-09-11 19:44:09
8914142903155,2002-04-01 22:50:49
9920265070673,1973-10-08 08:43:28
0611734218243,1977-04-06 01:17:13
3238221511877,2020-03-23 01:56:49
3191089841657,1991-02-04 20:28:33
0018516372085,1986-08-27 02:45:38
0361573811630,1980-10-19 23:46:50
2080509043942,1980-02-26 05:15:44
3461065922992,1981-01-25 06:35:36
5149037797943,2020-01-01 08:28:21
9305775899332,1989-02-02 17:32:16
8316370910224,1976-07-17 02:37:39
1666029346629,2002-01-27 04:36:45
6401310443930,2006-09-27 18:23:46
2337884019742,2006-10-04 13:01:23
0048518756071,1986-01-07 09:04:03
7664125850167,1981-12-19 07:20:27
1219355899408,1977-07-03 09:38:17
3302767129787,1982-11-19 16:36:53
7376301004188,1982-04-18 14:34:32
6518782104167,2012-04-29 16:19:50
4783876758805,1981-01-27 14:30:55
6205758103728,2010-10-26 08:40:51
2679668204402,1972-08-30 22:57:30
5753809771217,2007-04-13 21:43:56
3324449447354,2001-05-16 13:50:23
8355083758488,1990-02-13 09:22:18
2639805576946,1980-05-26 16:55:24
2577583751110,1987-01-16 10:10:16
7194080807369,2021-02-12 18:51:01
7766874274673,1970-06-08 00:46:46
5871533184117,1998-12-05 05:42:02
6285934378430,1991-01-25 23:03:14
7169298326780,1988-09-22 19:29:55
7072500630127,2012-04-21 16:28:18
2298999418540,2009-05-29 21:32:40
0994651643832,2006-11-29 01:04:56
3045663936775,1993-10-21 10:05:31
1665425084838,1992-01-01 14:43:15
4361529702834,1985-12-13 22:45:48
9385904230847,2012-10-26 08:02:30
8007489227388,2017-07-22 13:26:26
9327923350670,1974-02-26 04:40:10
4478329039692,1997-09-11 06:38:49
4449055726859,2010-05-10 22:49:47
1571647686340,2022-04-05 08:01:51
5480934714054,1986-03-12 01:11:23
1816749424729,1976-12-19 23:55:10
4427169163692,2003-01-26 15:14:22
2321041095922,2007-07-26 22:09:59
2111029852780,2004-04-18 13:14:37
5196982983129,2007-07-01 01:35:27
8876821724737,1999-06-07 11:48:23
5235458108380,2009-06-16 08:20:38
5163307089590,2001-08-12 06:49:45
3237218169121,2018-02-09 14:17:19
8016825793593,2001-01-31 12:24:54
5399417723158,2015-10-24 00:41:19
5029609774131,2000-05-27 09:41:01
0357535404057,1995-07-31 00:04:53
6299115596575,1978-10-09 18:06:47
6821009285595,2005-12-03 01:15:42
1260578635823,2020-02-10 23:01:57
5549046144651,1997-02-19 18:35:18
0408492734814,1987-06-02 07:07:42
2462549228778,2002-06-23 13:21:24
2343039300955,1970-05-21 04:16:21
2154573377088,2015-03-18 23:31:36
2389298445426,2014-01-18 09:05:15
1544775669615,1980-08-16 21:34:34
1384720953211,1993-12-20 03:58:02
9970797604587,1990-02-23 19:07:46
7494128035151,1974-06-12 23:31:25
4998698869695,1973-06-16 23:47:51
2529738527880,1971-02-15 23:30:29
3416931071342,1995-09-03 10:46:02
7536369507155,2020-09-04 08:06:22
9294987917357,1971-11-24 16:08:38
9963574980127,1976-02-09 22:23:10
3306700147555,1993-02-10 04:44:59
4910920936746,2002-04-18 05:54:25
6876823792538,2014-03-24 00:27:25
3146171243956,1999-12-16 18:55:08
8718216159444,2002-06-12 09:12:44
7035824539248,2014-11-24 05:21:02
4339553750534,1975-12-04 23:45:40
0581949591366,1990-06-05 00:04:19
8878802833421,1984-08-17 17:06:36
1856107722432,1978-02-08 00:44:32
0086101610126,2009-07-14 03:03:13
7141533970606,2004-01-02 17:51:02
3101992223983,1992-10-14 16:19:00
3015869489436,1991-04-16 08:08:07
5940815472270,1984-11-06 21:32:07
4137832366007,1986-06-10 10:35:52
5428343921182,2015-08-05 20:54:07
8058365096017,2010-09-13 00:30:59
0119966481027,1970-03-25 07:07:16
7282414011299,1972-11-14 12:59:42
6310732742449,1994-06-26 18:30:07
5488656157036,2018-11-11 02:54:11
6358715511477,2010-10-24 03:22:15
7829564018985,2016-11-21 03:53:31
5980010212370,1971-12-26 20:36:43
5480203727877,1978-02-02 10:38:31
5668701760835,2021-06-11 17:04:30
2255142601570,1985-01-12 02:37:14
3187572506646,2011-06-05 18:44:33
2998045016347,2010-03-16 11:16:31
5009084868297,1989-08-20 01:13:30
3702432213184,1983-01-11 15:53:43
1497494316615,2012-06-12 12:59:50
2854277994719,1994-01-30 01:41:45
5049130087937,1992-09-26 05:53:58
1325655745052,1998-03-02 05:16:47
6100182752484,1979-12-18 11:14:02
5335184396454,1970-07-18 06:34:37
1905879310887,2000-04-19 20:58:27
3648342339401,1993-01-27 13:11:34
8056452517025,1984-07-12 00:44:27
0675788174214,2022-02-26 02:06:01
8965563854267,2003-03-01 14:30:14
9205288829850,1976-01-04 05:17:19
0678872172332,2000-01-12 15:23:20
1335167812753,2011-04-02 01:45:29
6146172088096,2002-02-17 14:10:43
7724131664377,1987-02-25 08:16:38
4029334838253,2005-01-21 02:52:21
5595559113356,1980-08-16 18:51:27
1449524776081,2017-12-21 07:14:06
9272691726878,2014-07-07 01:38:44
7563636675002,2013-03-20 05:23:37
2684052361388,2008-11-17 11:11:18
0977890122795,1970-08-29 23:31:19
7172410811149,2003-01-01 07:15:03
3884253848179,2013-02-20 17:02:58
8032249080064,1983-07-07 06:30:44
4741761528476,1999-10-17 10:22:07
0626555051023,2021-12-04 03:21:18
6334842502304,2001-01-22 02:30:29
7376498710589,2020-07-01 02:54:07
3538320151371,2005-08-14 00:09:42
3571094302273,1977-04-11 21:11:39
3612892257065,1994-08-07 11:56:33
1422979038096,1986-06-14 14:37:31
0460540557295,2000-06-05 20:58:55
8500209209690,1997-07-07 11:12:20
0505762892554,2017-03-08 03:47:11
9688459415869,1987-08-16 22:36:40
0535679791114,1995-10-11 11:30:57
7245590845386,2012-01-15 01:18:10
1915300161018,2008-02-10 08:49:53
0005912279940,1974-03-23 03:24:36
4556227455810,1992-03-10 15:52:44
4951598624320,1995-04-23 00:13:52
5913954651363,1984-04-15 09:30:08
4459034968439,2013-01-13 13:23:19
1017292029519,1983-02-07 10:47:16
2369984844344,1974-07-24 07:38:14
7180232774610,2009-07-11 04:16:17
2678381548534,1989-10-18 19:00:23
1205751851201,2003-04-26 07:40:02
6082958133836,1989-06-13 14:34:01
4083527709171,2013-09-12 21:20:04
7560061125720,1975-03-14 13:23:48
5428390021385,2012-09-11 12:21:13
0359193941806,1974-02-06 00:10:08
0812425422424,1971-09-27 22:15:35
3452592506304,1993-10-08 15:28:14
5188894549425,1974-09-17 05:47:24
2010240160271,1998-09-09 13:40:17
2371553010975,1986-01-28 21:17:10
9683829097515,1991-01-03 02:58:34
9652342504725,2019-08-20 00:13:30
8187354265025,1982-05-25 19:08:32
9386926907724,2004-08-28 06:47:14
8292775939896,1978-05-31 10:27:01
3738096884019,2019-03-13 20:46:29
4083347508503,2021-11-17 05:53:52
0902467483252,2010-08-24 03:06:38
7928591879313,2022-08-04 22:32:34
1853069615994,2001-07-17 22:18:46
9633908051570,1990-09-26 14:01:38
9402252426057,1998-07-21 07:05:46
0319012685342,1979-10-02 06:27:34
6107315200553,2019-02-25 01:49:47
5218417867160,2018-09-05 08:29:32
8228933881868,1999-09-05 10:36:35
8572734778262,2019-12-22 17:58:32
0113083690713,1970-05-16 22:49:04
6414263956341,1993-10-26 11:18:42
7217562703727,2004-05-09 13:01:58
0800680204596,1985-02-20 19:21:52
8822785677763,1980-07-15 15:59:49
6047605406565,2011-11-07 10:58:05
1810302038781,2014-10-01 06:44:25
0358193648715,1998-12-09 01:38:04
6145594717201,2011-11-07 20:29:33
7278586773837,2011-12-04 01:26:42
1701755009421,2020-02-01 08:27:06
6434285041580,1984-11-04 10:26:21
1601738818531,1998-06-04 22:35:58
2034281474067,2018-01-10 17:10:33
9376711559719,1988-08-16 20:37:53
8249240914193,1971-04-17 22:34:10
1319570944959,2007-04-12 08:49:08
1175278042485,1989-01-18 02:04:10
6599042661736,1990-07-21 10:25:33
8817834507733,2004-11-17 12:46:47
4112283572733,1978-11-17 14:09:57
7357790018832,2011-09-07 00:12:51
2482378102551,2000-09-20 19:25:57
9555994998297,2008-12-02 02:18:22
4363023709487,1974-12-08 14:50:06
4592709180573,2005-06-17 08:30:19
9660874224295,1974-05-14 18:48:07
6217624417051,2000-10-30 16:02:15
5210064681847,1996-07-08 19:05:33
5819572131815,1995-09-08 07:12:36
0643068901867,2022-03-25 08:17:06
4344107220760,1978-08-24 14:22:04
7286070298667,2000-12-12 13:10:47
0766276172819,1986-09-22 09:27:42
4455386270299,2014-02-06 15:18:35
4217984805668,1970-07-05 20:31:31
2569712368115,1996-02-20 17:49:51
8393276412342,1985-01-30 21:03:24
5439028709063,2010-01-16 11:19:28
8980328388191,1993-11-05 20:08:39
1772473477649,1993-02-24 21:05:25
6024652306833,2009-02-09 22:52:14
5387889595380,2003-07-02 22:58:00
8455899946830,2009-03-20 18:11:40
8185539119088,2018-01-26 12:37:53
4394625374780,1998-12-28 08:57:05
1286557769587,2004-05-08 10:28:30
9536760443050,1987-12-08 06:43:14
1915405452813,1978-09-01 18:01:34
9855442210149,1992-06-02 04:51:53
1297022675302,1990-03-24 05:22:51
3907390195729,1992-04-26 15:00:40
3492428989581,1984-10-04 22:23:04
4838743327582,1992-04-04 07:20:50
3459035853872,2022-10-10 13:25:52
4073022758446,1977-12-26 17:58:45
2306460030778,2001-12-24 04:03:36
0963712761150,1980-12-26 17:08:51
9598784381879,2013-07-15 01:08:36
0567374159746,2007-04-19 18:33:41
7870476551725,1974-03-31 10:55:24
7159884797940,2014-08-10 01:52:26
4813886021405,2008-01-18 22:11:02
9192407643643,1980-05-07 03:57:17
0989948204964,1986-01-09 13:35:02
5607623081895,2021-03-06 13:04:24
5178355025407,2001-11-05 23:55:49
8486878131923,2020-12-09 19:46:09
0009446293021,1981-01-07 19:05:01
1477910591536,2020-12-28 19:55:21
3085261461132,2021-06-26 00:07:14
1397706855157,1993-06-19 01:01:16
3069470199864,1983-09-26 08:28:02
2183310131256,2006-08-04 05:33:15
9239638078681,1987-03-13 19:57:30
2418502750893,1998-09-19 16:08:24
4743932271617,1976-08-09 19:16:26
2260713306075,1987-03-26 14:22:14
1032207235779,1970-04-02 04:20:07
9048623086415,2013-12-20 14:53:54
2094247716501,2007-06-18 04:32:41
6736944468678,2020-03-31 18:26:54
6987670746336,2015-12-04 03:37:25
9661724338421,1999-06-26 22:01:34
1297028457643,1975-07-09 21:03:25
8413146280212,1984-05-28 22:41:49
7541647393436,1996-11-16 01:41:35
6666647270295,2010-12-09 08:24:14
8226062617358,1990-04-20 15:22:02
7431591933041,1972-04-26 18:57:26
9281556100616,1981-05-05 08:50:15
0739141896547,1999-11-09 13:13:14
0265812320900,2004-07-05 13:47:29
7810323168041,2017-05-18 21:23:01
2737420304293,2007-01-18 12:09:10
6476158574955,1988-11-09 19:05:56
2587476458484,1991-05-20 00:53:13
3521592146572,2000-03-03 07:08:51
7674881469657,2022-04-16 21:14:51
0442385550242,1992-05-04 07:34:00
4713054293460,2006-01-24 21:11:00
8575492106063,2008-09-18 15:41:30
2812512905234,2018-11-01 06:03:36
2234232746940,2005-05-21 02:22:22
9771401768394,1998-09-01 00:56:54
3727778750308,2000-06-15 18:12:21
7938799609315,2021-02-21 06:00:21
9151934704371,2005-12-26 03:36:55
5537956863779,1971-12-27 15:35:54
0710663974098,1989-05-26 20:18:23
2613191740334,2011-03-04 04:42:18
3747022399527,1987-09-28 16:46:20
0695661886850,2015-11-18 03:16:51
5043955774300,2019-01-30 04:43:12
7496081781151,1973-08-07 10:05:18
7711879289191,2009-02-05 18:29:14
7781343781926,2010-01-05 12:38:47
3318134201550,1970-09-11 18:59:07
1800714742062,2015-08-20 15:56:58
2394567896014,2021-01-17 18:21:59
9918841135151,2008-11-08 10:02:52
9474371507337,1981-05-24 10:59:20
0684029881453,2009-01-16 13:58:40
4844218189449,1991-12-08 02:47:21
7408460456796,1985-05-29 07:09:17
1775038111064,1985-09-12 13:32:07
4838211468540,1975-01-25 14:51:07
1316407145213,1999-01-30 22:37:43
8672617990740,1978-10-29 11:39:46
5909930193422,1986-04-04 02:24:31
5246682796298,1990-04-21 12:02:42
0051195555967,1976-03-06 05:28:04
8979454405728,2001-07-15 04:06:42
1343430126377,2017-10-24 23:28:23
1856008304546,1970-05-10 19:55:25
3882959587231,1993-01-09 13:34:08
6101215790008,1994-10-02 21:44:08
9923731167372,2018-01-22 01:06:07
0191709610260,2006-11-19 18:29:27
7460764852261,2016-04-25 05:52:34
0564215183694,1999-06-08 13:55:07
6759316788242,1999-01-24 21:02:52
9533490116650,2016-04-21 22:14:39
2618488065589,2016-07-03 08:14:38
0286897058281,1996-05-25 14:42:23
1270094082216,1994-08-27 19:25:46
9324910754404,1983-01-11 21:03:17
5134474490434,2002-11-18 19:50:59
0664050148725,1977-06-07 01:41:04
8518585051574,2005-12-06 02:49:00
1255183165278,1983-05-23 19:40:01
7271762288910,2002-11-14 10:15:13
4177541074268,2016-10-15 05:55:41
0003775548715,2004-07-27 22:09:01
2002655741374,2006-07-18 20:27:17
1874934423049,1986-11-04 14:02:27
8373749571837,1975-02-20 15:57:24
9586334863227,2016-10-30 09:20:18
5762096084375,2001-09-05 03:25:35
5869272548895,1989-04-19 11:55:01
3855571264187,2022-05-20 19:58:09
6448538906885,1986-05-29 00:44:27
8713932260566,1998-06-30 15:52:01
9473203517452,2013-01-09 23:15:45
0647305635423,2004-01-16 08:58:25
6940074364070,2001-11-03 13:52:45
1145411242928,2014-07-13 23:24:38
0036950730889,2010-01-25 19:00:21
0824223984707,2013-05-31 08:55:08
2451378178026,2021-07-01 01:25:25
0371387639009,2014-03-03 01:07:15
7775589283672,1982-08-31 17:33:35
9969465293093,2016-02-14 02:05:25
7686047998512,2020-01-20 18:56:23
0073375466047,1995-12-23 10:32:00
9597721024060,2004-06-04 10:30:00
4727700170166,2014-09-09 20:41:44
7817050178732,2011-07-26 02:35:07
9731871223984,1973-04-02 12:32:33
6228747697640,1985-01-22 02:55:29
7013132885325,1995-04-05 23:26:40
2031311903207,1993-06-10 09:47:44
6062622810157,2016-03-27 06:06:08
6518844195102,2000-08-23 00:52:05
7488667164618,2015-06-24 12:56:41
2887483065492,1995-11-06 01:08:16
3281367053817,1989-02-24 11:35:24
4360355360539,2012-01-22 00:33:19
0524844021354,2020-07-21 22:55:18
7335572547688,2004-05-14 03:18:21
5998718002933,2021-02-17 15:11:29
3925900539986,2016-05-01 23:58:35
8301941379210,1996-07-19 07:43:10
0691583768991,2000-05-26 17:23:27
2662511776058,1995-11-08 05:23:04
3472612964785,1986-12-11 18:53:02
4558083881796,1990-02-07 10:19:16
7698895341105,2016-04-13 05:03:31
4567381207450,1988-04-10 15:30:43
5564946825059,1971-04-28 07:55:55
5438174367806,1993-09-02 02:59:14
6370129320148,2009-07-06 18:34:02
0765487362439,1992-04-13 09:58:09
2928210271264,2002-07-05 08:36:01
0481448029240,1987-03-31 12:02:13
7051211012651,2015-06-18 20:44:44
9727258368546,2011-09-21 11:23:09
2471628849667,1994-06-30 21:45:35
2009912531990,1988-06-19 04:25:38
3242861994143,1988-05-23 09:58:00
8334275785266,2017-05-15 10:32:54
2636463546403,2020-03-23 05:24:26
9433542011646,1978-02-15 00:40:50
7822807318217,2005-01-24 16:14:38
5895893889512,1985-12-10 17:58:03
8530910358899,2007-05-07 11:21:38
0106278487175,1992-03-05 20:57:32
9398311463036,2008-10-11 10:45:29
6695218264913,1988-05-14 14:12:41
7525947654572,1980-03-26 01:56:11
5568791620975,1998-05-30 10:08:55
2287420207983,1996-12-15 16:08:27
0534542467415,1979-12-17 05:25:01
9124808318424,2008-05-15 17:40:01
5980032684599,1997-01-13 16:08:56
5498723942120,2016-02-05 11:54:20
6882760903746,2014-02-13 16:36:01
0314214677485,1971-07-04 01:34:00
1856797682542,1976-06-10 05:47:40
8731786023199,2014-12-23 02:40:09
7551505663304,1995-08-15 00:01:56
2600118875972,1972-10-29 22:02:28
5589934618680,1992-12-23 06:49:42
1457595681074,2018-12-25 02:01:07
0306235018712,2020-02-19 09:29:49
8005639361036,1991-03-02 23:34:11
0612663049991,1970-07-20 07:48:42
